D,string,u
D,1964-12-20 18:00:00,29.5
D,1964-12-21 18:00:00,28.7
D,1964-12-22 18:00:00,27.7
D,1964-12-23 18:00:00,29.1
D,1964-12-24 18:00:00,34.1
D,1964-12-25 18:00:00,40.1
D,1964-12-26 18:00:00,42.5
D,1964-12-27 18:00:00,42.8
D,1964-12-28 18:00:00,43.9
D,1964-12-29 18:00:00,47.1
D,1964-12-30 18:00:00,49.7
D,1964-12-31 18:00:00,50.3
D,1965-01-01 18:00:00,49.7
D,1965-01-02 18:00:00,49.3
D,1965-01-03 18:00:00,48.3
D,1965-01-04 18:00:00,45.6
D,1965-01-05 18:00:00,39.6
D,1965-01-06 18:00:00,34.2
D,1965-01-07 18:00:00,30.8
D,1965-01-08 18:00:00,30.1
D,1965-01-09 18:00:00,30.5
D,1965-01-10 18:00:00,31.0
D,1965-01-11 18:00:00,32.3
D,1965-01-12 18:00:00,35.1
D,1965-01-13 18:00:00,38.2
D,1965-01-14 18:00:00,41.6
D,1965-01-15 18:00:00,43.6
D,1965-01-16 18:00:00,45.3
D,1965-01-17 18:00:00,45.8
D,1965-01-18 18:00:00,46.1
D,1965-01-19 18:00:00,47.3
D,1965-01-20 18:00:00,49.9
D,1965-01-21 18:00:00,53.7
D,1965-01-22 18:00:00,56.4
D,1965-01-23 18:00:00,56.2
D,1965-01-24 18:00:00,50.9
D,1965-01-25 18:00:00,45.9
D,1965-01-26 18:00:00,41.6
D,1965-01-27 18:00:00,40.0
D,1965-01-28 18:00:00,37.4
D,1965-01-29 18:00:00,35.4
D,1965-01-30 18:00:00,33.5
D,1965-01-31 18:00:00,31.3
D,1965-02-01 18:00:00,29.3
D,1965-02-02 18:00:00,29.0
D,1965-02-03 18:00:00,30.2
D,1965-02-04 18:00:00,30.9
D,1965-02-05 18:00:00,30.4
D,1965-02-06 18:00:00,29.6
D,1965-02-07 18:00:00,30.5
D,1965-02-08 18:00:00,32.5
D,1965-02-09 18:00:00,35.2
D,1965-02-10 18:00:00,36.1
D,1965-02-11 18:00:00,36.7
D,1965-02-12 18:00:00,36.0
D,1965-02-13 18:00:00,36.6
D,1965-02-14 18:00:00,37.6
D,1965-02-15 18:00:00,40.7
D,1965-02-16 18:00:00,42.0
D,1965-02-17 18:00:00,39.8
D,1965-02-18 18:00:00,34.3
D,1965-02-19 18:00:00,28.9
D,1965-02-20 18:00:00,25.5
D,1965-02-21 18:00:00,25.4
D,1965-02-22 18:00:00,27.6
D,1965-02-23 18:00:00,28.2
D,1965-02-24 18:00:00,27.4
D,1965-02-25 18:00:00,27.1
D,1965-02-26 18:00:00,28.7
D,1965-02-27 18:00:00,30.0
D,1965-02-28 18:00:00,29.8
D,1965-03-01 18:00:00,29.3
D,1965-03-02 18:00:00,28.5
D,1965-03-03 18:00:00,28.4
D,1965-03-04 18:00:00,28.3
D,1965-03-05 18:00:00,28.6
D,1965-03-06 18:00:00,29.3
D,1965-03-07 18:00:00,31.2
D,1965-03-08 18:00:00,33.7
D,1965-03-09 18:00:00,34.5
D,1965-03-10 18:00:00,33.4
D,1965-03-11 18:00:00,31.4
D,1965-03-12 18:00:00,29.3
D,1965-03-13 18:00:00,27.6
D,1965-03-14 18:00:00,25.7
D,1965-03-15 18:00:00,23.2
D,1965-03-16 18:00:00,20.2
D,1965-03-17 18:00:00,16.3
D,1965-03-18 18:00:00,12.0
D,1965-03-19 18:00:00,8.5
D,1965-03-20 18:00:00,6.0
D,1965-03-21 18:00:00,5.0
D,1965-03-22 18:00:00,3.3
D,1965-03-23 18:00:00,2.6
D,1965-03-24 18:00:00,2.7
D,1965-03-25 18:00:00,3.4
D,1965-03-26 18:00:00,4.9
D,1965-03-27 18:00:00,6.8
D,1965-03-28 18:00:00,7.4
D,1965-03-29 18:00:00,6.6
D,1965-03-30 18:00:00,4.3
D,1965-03-31 18:00:00,1.9
D,1965-04-01 18:00:00,0.0
D,1965-04-02 18:00:00,-0.3
D,1965-04-03 18:00:00,1.4
D,1965-04-04 18:00:00,2.2
D,1965-04-05 18:00:00,2.9
D,1965-04-06 18:00:00,3.6
D,1965-04-07 18:00:00,4.6
D,1965-04-08 18:00:00,4.8
D,1965-04-09 18:00:00,5.1
D,1965-04-10 18:00:00,6.1
D,1965-04-11 18:00:00,7.3
D,1965-04-12 18:00:00,7.8
D,1965-04-13 18:00:00,7.3
D,1965-04-14 18:00:00,6.5
D,1965-04-15 18:00:00,5.9
D,1965-04-16 18:00:00,5.1
D,1965-04-17 18:00:00,3.4
D,1965-04-18 18:00:00,0.9
D,1965-04-19 18:00:00,-1.3
D,1965-04-20 18:00:00,-2.7
D,1965-04-21 18:00:00,-3.8
D,1965-04-22 18:00:00,-5.2
D,1965-04-23 18:00:00,-6.3
D,1965-04-24 18:00:00,-7.2
D,1965-04-25 18:00:00,-7.7
D,1965-04-26 18:00:00,-8.0
D,1965-04-27 18:00:00,-8.2
D,1965-04-28 18:00:00,-8.3
D,1965-04-29 18:00:00,-7.7
D,1965-04-30 18:00:00,-7.0
D,1965-05-01 18:00:00,-6.5
D,1965-05-02 18:00:00,-6.3
D,1965-05-03 18:00:00,-6.0
D,1965-05-04 18:00:00,-6.0
D,1965-05-05 18:00:00,-6.5
D,1965-05-06 18:00:00,-7.0
D,1965-05-07 18:00:00,-6.9
D,1965-05-08 18:00:00,-6.7
D,1965-05-09 18:00:00,-6.6
D,1965-05-10 18:00:00,-6.5
D,1965-05-11 18:00:00,-6.1
D,1965-05-12 18:00:00,-5.6
D,1965-05-13 18:00:00,-5.6
D,1965-05-14 18:00:00,-5.5
D,1965-05-15 18:00:00,-5.2
D,1965-05-16 18:00:00,-4.8
D,1965-05-17 18:00:00,-4.9
D,1965-05-18 18:00:00,-5.1
D,1965-05-19 18:00:00,-5.6
D,1965-05-20 18:00:00,-6.2
D,1965-05-21 18:00:00,-7.0
D,1965-05-22 18:00:00,-7.7
D,1965-05-23 18:00:00,-8.2
D,1965-05-24 18:00:00,-8.7
D,1965-05-25 18:00:00,-9.4
D,1965-05-26 18:00:00,-10.0
D,1965-05-27 18:00:00,-10.5
D,1965-05-28 18:00:00,-10.6
D,1965-05-29 18:00:00,-10.3
D,1965-05-30 18:00:00,-9.8
D,1965-05-31 18:00:00,-9.4
D,1965-06-01 18:00:00,-9.4
D,1965-06-02 18:00:00,-9.5
D,1965-06-03 18:00:00,-9.7
D,1965-06-04 18:00:00,-9.8
D,1965-06-05 18:00:00,-10.2
D,1965-06-06 18:00:00,-10.7
D,1965-06-07 18:00:00,-11.3
D,1965-06-08 18:00:00,-11.6
D,1965-06-09 18:00:00,-11.9
D,1965-06-10 18:00:00,-12.1
D,1965-06-11 18:00:00,-12.4
D,1965-06-12 18:00:00,-12.3
D,1965-06-13 18:00:00,-12.1
D,1965-06-14 18:00:00,-12.1
D,1965-06-15 18:00:00,-12.2
D,1965-06-16 18:00:00,-11.9
D,1965-06-17 18:00:00,-11.3
D,1965-06-18 18:00:00,-10.8
D,1965-06-19 18:00:00,-10.8
D,1965-06-20 18:00:00,-10.6
D,1965-06-21 18:00:00,-10.8
D,1965-06-22 18:00:00,-10.9
D,1965-06-23 18:00:00,-11.1
D,1965-06-24 18:00:00,-11.0
D,1965-06-25 18:00:00,-11.1
D,1965-06-26 18:00:00,-11.2
D,1965-06-27 18:00:00,-11.4
D,1965-06-28 18:00:00,-11.5
D,1965-06-29 18:00:00,-11.6
D,1965-06-30 18:00:00,-11.7
D,1965-07-01 18:00:00,-11.8
D,1965-07-02 18:00:00,-12.2
D,1965-07-03 18:00:00,-12.5
D,1965-07-04 18:00:00,-12.8
D,1965-07-05 18:00:00,-12.6
D,1965-07-06 18:00:00,-12.2
D,1965-07-07 18:00:00,-12.1
D,1965-07-08 18:00:00,-12.4
D,1965-07-09 18:00:00,-12.8
D,1965-07-10 18:00:00,-12.7
D,1965-07-11 18:00:00,-12.5
D,1965-07-12 18:00:00,-12.0
D,1965-07-13 18:00:00,-11.9
D,1965-07-14 18:00:00,-11.7
D,1965-07-15 18:00:00,-11.5
D,1965-07-16 18:00:00,-11.0
D,1965-07-17 18:00:00,-10.5
D,1965-07-18 18:00:00,-10.1
D,1965-07-19 18:00:00,-10.0
D,1965-07-20 18:00:00,-10.1
D,1965-07-21 18:00:00,-10.3
D,1965-07-22 18:00:00,-10.5
D,1965-07-23 18:00:00,-10.3
D,1965-07-24 18:00:00,-10.2
D,1965-07-25 18:00:00,-9.7
D,1965-07-26 18:00:00,-9.4
D,1965-07-27 18:00:00,-8.9
D,1965-07-28 18:00:00,-8.5
D,1965-07-29 18:00:00,-8.1
D,1965-07-30 18:00:00,-7.7
D,1965-07-31 18:00:00,-7.4
D,1965-08-01 18:00:00,-7.3
D,1965-08-02 18:00:00,-7.4
D,1965-08-03 18:00:00,-7.6
D,1965-08-04 18:00:00,-7.8
D,1965-08-05 18:00:00,-7.7
D,1965-08-06 18:00:00,-7.4
D,1965-08-07 18:00:00,-7.1
D,1965-08-08 18:00:00,-6.8
D,1965-08-09 18:00:00,-6.5
D,1965-08-10 18:00:00,-5.8
D,1965-08-11 18:00:00,-5.3
D,1965-08-12 18:00:00,-4.9
D,1965-08-13 18:00:00,-4.8
D,1965-08-14 18:00:00,-4.5
D,1965-08-15 18:00:00,-4.2
D,1965-08-16 18:00:00,-3.7
D,1965-08-17 18:00:00,-3.2
D,1965-08-18 18:00:00,-2.3
D,1965-08-19 18:00:00,-1.6
D,1965-08-20 18:00:00,-0.9
D,1965-08-21 18:00:00,-0.3
D,1965-08-22 18:00:00,0.2
D,1965-08-23 18:00:00,0.4
D,1965-08-24 18:00:00,0.7
D,1965-08-25 18:00:00,1.1
D,1965-08-26 18:00:00,1.4
D,1965-08-27 18:00:00,1.8
D,1965-08-28 18:00:00,2.0
D,1965-08-29 18:00:00,2.5
D,1965-08-30 18:00:00,2.9
D,1965-08-31 18:00:00,3.3
D,1965-09-01 18:00:00,3.3
D,1965-09-02 18:00:00,3.3
D,1965-09-03 18:00:00,3.3
D,1965-09-04 18:00:00,3.3
D,1965-09-05 18:00:00,3.0
D,1965-09-06 18:00:00,2.8
D,1965-09-07 18:00:00,2.9
D,1965-09-08 18:00:00,3.6
D,1965-09-09 18:00:00,4.2
D,1965-09-10 18:00:00,5.2
D,1965-09-11 18:00:00,5.9
D,1965-09-12 18:00:00,6.9
D,1965-09-13 18:00:00,7.7
D,1965-09-14 18:00:00,8.6
D,1965-09-15 18:00:00,9.3
D,1965-09-16 18:00:00,9.6
D,1965-09-17 18:00:00,9.8
D,1965-09-18 18:00:00,9.9
D,1965-09-19 18:00:00,10.2
D,1965-09-20 18:00:00,10.2
D,1965-09-21 18:00:00,10.1
D,1965-09-22 18:00:00,10.1
D,1965-09-23 18:00:00,10.7
D,1965-09-24 18:00:00,11.7
D,1965-09-25 18:00:00,12.6
D,1965-09-26 18:00:00,13.5
D,1965-09-27 18:00:00,14.5
D,1965-09-28 18:00:00,15.4
D,1965-09-29 18:00:00,16.1
D,1965-09-30 18:00:00,15.9
D,1965-10-01 18:00:00,15.6
D,1965-10-02 18:00:00,15.5
D,1965-10-03 18:00:00,15.9
D,1965-10-04 18:00:00,16.7
D,1965-10-05 18:00:00,17.2
D,1965-10-06 18:00:00,18.5
D,1965-10-07 18:00:00,19.7
D,1965-10-08 18:00:00,21.0
D,1965-10-09 18:00:00,21.4
D,1965-10-10 18:00:00,21.5
D,1965-10-11 18:00:00,21.5
D,1965-10-12 18:00:00,21.6
D,1965-10-13 18:00:00,22.3
D,1965-10-14 18:00:00,22.9
D,1965-10-15 18:00:00,23.3
D,1965-10-16 18:00:00,23.8
D,1965-10-17 18:00:00,24.7
D,1965-10-18 18:00:00,26.1
D,1965-10-19 18:00:00,27.0
D,1965-10-20 18:00:00,27.4
D,1965-10-21 18:00:00,27.0
D,1965-10-22 18:00:00,26.0
D,1965-10-23 18:00:00,24.4
D,1965-10-24 18:00:00,23.4
D,1965-10-25 18:00:00,23.8
D,1965-10-26 18:00:00,25.1
D,1965-10-27 18:00:00,26.8
D,1965-10-28 18:00:00,28.2
D,1965-10-29 18:00:00,29.6
D,1965-10-30 18:00:00,30.4
D,1965-10-31 18:00:00,30.6
D,1965-11-01 18:00:00,30.9
D,1965-11-02 18:00:00,31.2
D,1965-11-03 18:00:00,32.0
D,1965-11-04 18:00:00,32.0
D,1965-11-05 18:00:00,30.3
D,1965-11-06 18:00:00,27.1
D,1965-11-07 18:00:00,23.9
D,1965-11-08 18:00:00,22.1
D,1965-11-09 18:00:00,22.2
D,1965-11-10 18:00:00,23.7
D,1965-11-11 18:00:00,26.4
D,1965-11-12 18:00:00,27.6
D,1965-11-13 18:00:00,27.5
D,1965-11-14 18:00:00,26.4
D,1965-11-15 18:00:00,24.9
D,1965-11-16 18:00:00,22.7
D,1965-11-17 18:00:00,20.7
D,1965-11-18 18:00:00,20.0
D,1965-11-19 18:00:00,20.1
D,1965-11-20 18:00:00,20.1
D,1965-11-21 18:00:00,20.3
D,1965-11-22 18:00:00,20.6
D,1965-11-23 18:00:00,20.7
D,1965-11-24 18:00:00,20.0
D,1965-11-25 18:00:00,19.3
D,1965-11-26 18:00:00,18.6
D,1965-11-27 18:00:00,18.0
D,1965-11-28 18:00:00,16.7
D,1965-11-29 18:00:00,15.8
D,1965-11-30 18:00:00,15.4
D,1965-12-01 18:00:00,15.5
D,1965-12-02 18:00:00,14.4
D,1965-12-03 18:00:00,12.6
D,1965-12-04 18:00:00,12.4
D,1965-12-05 18:00:00,12.6
D,1965-12-06 18:00:00,13.0
D,1965-12-07 18:00:00,11.2
D,1965-12-08 18:00:00,8.9
D,1965-12-09 18:00:00,6.4
D,1965-12-10 18:00:00,4.2
D,1965-12-11 18:00:00,3.9
D,1965-12-12 18:00:00,4.6
D,1965-12-13 18:00:00,5.8
D,1965-12-14 18:00:00,5.6
D,1965-12-15 18:00:00,2.7
D,1965-12-16 18:00:00,-0.3
D,1965-12-17 18:00:00,-3.7
D,1965-12-18 18:00:00,-5.1
D,1965-12-19 18:00:00,-5.1
D,1965-12-20 18:00:00,-3.7
D,1965-12-21 18:00:00,-2.2
D,1965-12-22 18:00:00,-0.1
D,1965-12-23 18:00:00,5.2
D,1965-12-24 18:00:00,12.5
D,1965-12-25 18:00:00,19.4
D,1965-12-26 18:00:00,22.7
D,1965-12-27 18:00:00,24.7
D,1965-12-28 18:00:00,25.8
D,1965-12-29 18:00:00,27.0
D,1965-12-30 18:00:00,28.0
D,1965-12-31 18:00:00,29.1
D,1966-01-01 18:00:00,30.0
D,1966-01-02 18:00:00,31.0
D,1966-01-03 18:00:00,31.9
D,1966-01-04 18:00:00,32.6
D,1966-01-05 18:00:00,32.8
D,1966-01-06 18:00:00,31.9
D,1966-01-07 18:00:00,31.1
D,1966-01-08 18:00:00,29.7
D,1966-01-09 18:00:00,28.6
D,1966-01-10 18:00:00,27.2
D,1966-01-11 18:00:00,27.3
D,1966-01-12 18:00:00,28.6
D,1966-01-13 18:00:00,31.6
D,1966-01-14 18:00:00,34.3
D,1966-01-15 18:00:00,34.7
D,1966-01-16 18:00:00,33.5
D,1966-01-17 18:00:00,33.1
D,1966-01-18 18:00:00,34.6
D,1966-01-19 18:00:00,37.1
D,1966-01-20 18:00:00,39.8
D,1966-01-21 18:00:00,41.7
D,1966-01-22 18:00:00,42.8
D,1966-01-23 18:00:00,42.2
D,1966-01-24 18:00:00,42.0
D,1966-01-25 18:00:00,40.3
D,1966-01-26 18:00:00,38.2
D,1966-01-27 18:00:00,35.5
D,1966-01-28 18:00:00,33.4
D,1966-01-29 18:00:00,31.6
D,1966-01-30 18:00:00,29.5
D,1966-01-31 18:00:00,27.4
D,1966-02-01 18:00:00,25.5
D,1966-02-02 18:00:00,23.5
D,1966-02-03 18:00:00,22.2
D,1966-02-04 18:00:00,22.1
D,1966-02-05 18:00:00,23.0
D,1966-02-06 18:00:00,24.6
D,1966-02-07 18:00:00,25.6
D,1966-02-08 18:00:00,24.9
D,1966-02-09 18:00:00,22.8
D,1966-02-10 18:00:00,20.5
D,1966-02-11 18:00:00,20.3
D,1966-02-12 18:00:00,22.0
D,1966-02-13 18:00:00,25.1
D,1966-02-14 18:00:00,27.5
D,1966-02-15 18:00:00,28.0
D,1966-02-16 18:00:00,25.1
D,1966-02-17 18:00:00,21.0
D,1966-02-18 18:00:00,15.6
D,1966-02-19 18:00:00,11.0
D,1966-02-20 18:00:00,6.4
D,1966-02-21 18:00:00,2.6
D,1966-02-22 18:00:00,-0.5
D,1966-02-23 18:00:00,-2.7
D,1966-02-24 18:00:00,-4.1
D,1966-02-25 18:00:00,-5.7
D,1966-02-26 18:00:00,-6.6
D,1966-02-27 18:00:00,-6.6
D,1966-02-28 18:00:00,-5.3
D,1966-03-01 18:00:00,-3.6
D,1966-03-02 18:00:00,-1.2
D,1966-03-03 18:00:00,1.8
D,1966-03-04 18:00:00,4.6
D,1966-03-05 18:00:00,7.1
D,1966-03-06 18:00:00,8.9
D,1966-03-07 18:00:00,10.1
D,1966-03-08 18:00:00,10.7
D,1966-03-09 18:00:00,10.7
D,1966-03-10 18:00:00,10.5
D,1966-03-11 18:00:00,10.2
D,1966-03-12 18:00:00,10.0
D,1966-03-13 18:00:00,10.2
D,1966-03-14 18:00:00,10.6
D,1966-03-15 18:00:00,11.1
D,1966-03-16 18:00:00,11.7
D,1966-03-17 18:00:00,11.9
D,1966-03-18 18:00:00,12.2
D,1966-03-19 18:00:00,12.5
D,1966-03-20 18:00:00,13.3
D,1966-03-21 18:00:00,13.3
D,1966-03-22 18:00:00,13.0
D,1966-03-23 18:00:00,12.5
D,1966-03-24 18:00:00,12.9
D,1966-03-25 18:00:00,13.3
D,1966-03-26 18:00:00,13.6
D,1966-03-27 18:00:00,13.7
D,1966-03-28 18:00:00,13.9
D,1966-03-29 18:00:00,14.0
D,1966-03-30 18:00:00,13.9
D,1966-03-31 18:00:00,13.8
D,1966-04-01 18:00:00,13.5
D,1966-04-02 18:00:00,12.9
D,1966-04-03 18:00:00,12.0
D,1966-04-04 18:00:00,10.9
D,1966-04-05 18:00:00,9.7
D,1966-04-06 18:00:00,7.6
D,1966-04-07 18:00:00,4.6
D,1966-04-08 18:00:00,1.6
D,1966-04-09 18:00:00,-0.3
D,1966-04-10 18:00:00,-1.6
D,1966-04-11 18:00:00,-2.6
D,1966-04-12 18:00:00,-3.8
D,1966-04-13 18:00:00,-5.1
D,1966-04-14 18:00:00,-6.5
D,1966-04-15 18:00:00,-7.6
D,1966-04-16 18:00:00,-8.4
D,1966-04-17 18:00:00,-9.0
D,1966-04-18 18:00:00,-9.5
D,1966-04-19 18:00:00,-9.2
D,1966-04-20 18:00:00,-8.4
D,1966-04-21 18:00:00,-7.6
D,1966-04-22 18:00:00,-7.1
D,1966-04-23 18:00:00,-6.5
D,1966-04-24 18:00:00,-5.6
D,1966-04-25 18:00:00,-5.1
D,1966-04-26 18:00:00,-5.1
D,1966-04-27 18:00:00,-5.1
D,1966-04-28 18:00:00,-5.0
D,1966-04-29 18:00:00,-5.0
D,1966-04-30 18:00:00,-5.3
D,1966-05-01 18:00:00,-5.8
D,1966-05-02 18:00:00,-6.0
D,1966-05-03 18:00:00,-5.8
D,1966-05-04 18:00:00,-5.5
D,1966-05-05 18:00:00,-5.6
D,1966-05-06 18:00:00,-6.0
D,1966-05-07 18:00:00,-6.1
D,1966-05-08 18:00:00,-6.0
D,1966-05-09 18:00:00,-5.9
D,1966-05-10 18:00:00,-6.1
D,1966-05-11 18:00:00,-6.2
D,1966-05-12 18:00:00,-6.2
D,1966-05-13 18:00:00,-6.0
D,1966-05-14 18:00:00,-6.0
D,1966-05-15 18:00:00,-6.2
D,1966-05-16 18:00:00,-6.7
D,1966-05-17 18:00:00,-7.3
D,1966-05-18 18:00:00,-7.7
D,1966-05-19 18:00:00,-7.9
D,1966-05-20 18:00:00,-7.9
D,1966-05-21 18:00:00,-8.2
D,1966-05-22 18:00:00,-8.3
D,1966-05-23 18:00:00,-8.3
D,1966-05-24 18:00:00,-8.5
D,1966-05-25 18:00:00,-8.9
D,1966-05-26 18:00:00,-9.5
D,1966-05-27 18:00:00,-9.9
D,1966-05-28 18:00:00,-10.1
D,1966-05-29 18:00:00,-10.0
D,1966-05-30 18:00:00,-9.6
D,1966-05-31 18:00:00,-9.4
D,1966-06-01 18:00:00,-9.4
D,1966-06-02 18:00:00,-9.8
D,1966-06-03 18:00:00,-9.8
D,1966-06-04 18:00:00,-9.9
D,1966-06-05 18:00:00,-10.1
D,1966-06-06 18:00:00,-10.7
D,1966-06-07 18:00:00,-11.1
D,1966-06-08 18:00:00,-11.3
D,1966-06-09 18:00:00,-11.4
D,1966-06-10 18:00:00,-11.6
D,1966-06-11 18:00:00,-12.1
D,1966-06-12 18:00:00,-12.3
D,1966-06-13 18:00:00,-12.6
D,1966-06-14 18:00:00,-12.9
D,1966-06-15 18:00:00,-13.1
D,1966-06-16 18:00:00,-13.3
D,1966-06-17 18:00:00,-13.1
D,1966-06-18 18:00:00,-13.0
D,1966-06-19 18:00:00,-12.7
D,1966-06-20 18:00:00,-12.7
D,1966-06-21 18:00:00,-12.6
D,1966-06-22 18:00:00,-12.9
D,1966-06-23 18:00:00,-13.1
D,1966-06-24 18:00:00,-13.2
D,1966-06-25 18:00:00,-12.9
D,1966-06-26 18:00:00,-12.3
D,1966-06-27 18:00:00,-11.8
D,1966-06-28 18:00:00,-11.6
D,1966-06-29 18:00:00,-11.6
D,1966-06-30 18:00:00,-11.9
D,1966-07-01 18:00:00,-12.0
D,1966-07-02 18:00:00,-12.1
D,1966-07-03 18:00:00,-11.7
D,1966-07-04 18:00:00,-11.6
D,1966-07-05 18:00:00,-11.3
D,1966-07-06 18:00:00,-11.2
D,1966-07-07 18:00:00,-11.2
D,1966-07-08 18:00:00,-11.2
D,1966-07-09 18:00:00,-11.3
D,1966-07-10 18:00:00,-11.4
D,1966-07-11 18:00:00,-11.7
D,1966-07-12 18:00:00,-11.8
D,1966-07-13 18:00:00,-11.6
D,1966-07-14 18:00:00,-11.4
D,1966-07-15 18:00:00,-11.1
D,1966-07-16 18:00:00,-10.8
D,1966-07-17 18:00:00,-10.6
D,1966-07-18 18:00:00,-10.9
D,1966-07-19 18:00:00,-10.9
D,1966-07-20 18:00:00,-10.6
D,1966-07-21 18:00:00,-10.5
D,1966-07-22 18:00:00,-10.4
D,1966-07-23 18:00:00,-10.5
D,1966-07-24 18:00:00,-10.4
D,1966-07-25 18:00:00,-10.5
D,1966-07-26 18:00:00,-10.5
D,1966-07-27 18:00:00,-10.5
D,1966-07-28 18:00:00,-10.3
D,1966-07-29 18:00:00,-9.7
D,1966-07-30 18:00:00,-9.1
D,1966-07-31 18:00:00,-8.4
D,1966-08-01 18:00:00,-7.9
D,1966-08-02 18:00:00,-7.6
D,1966-08-03 18:00:00,-7.1
D,1966-08-04 18:00:00,-6.7
D,1966-08-05 18:00:00,-6.4
D,1966-08-06 18:00:00,-6.5
D,1966-08-07 18:00:00,-6.2
D,1966-08-08 18:00:00,-5.7
D,1966-08-09 18:00:00,-5.2
D,1966-08-10 18:00:00,-4.9
D,1966-08-11 18:00:00,-4.4
D,1966-08-12 18:00:00,-3.6
D,1966-08-13 18:00:00,-3.1
D,1966-08-14 18:00:00,-2.9
D,1966-08-15 18:00:00,-2.7
D,1966-08-16 18:00:00,-2.5
D,1966-08-17 18:00:00,-2.0
D,1966-08-18 18:00:00,-1.7
D,1966-08-19 18:00:00,-1.0
D,1966-08-20 18:00:00,-0.4
D,1966-08-21 18:00:00,0.2
D,1966-08-22 18:00:00,0.7
D,1966-08-23 18:00:00,1.5
D,1966-08-24 18:00:00,2.2
D,1966-08-25 18:00:00,2.5
D,1966-08-26 18:00:00,2.4
D,1966-08-27 18:00:00,2.2
D,1966-08-28 18:00:00,2.5
D,1966-08-29 18:00:00,3.1
D,1966-08-30 18:00:00,4.1
D,1966-08-31 18:00:00,4.5
D,1966-09-01 18:00:00,4.7
D,1966-09-02 18:00:00,5.0
D,1966-09-03 18:00:00,5.8
D,1966-09-04 18:00:00,6.3
D,1966-09-05 18:00:00,6.6
D,1966-09-06 18:00:00,6.9
D,1966-09-07 18:00:00,7.0
D,1966-09-08 18:00:00,7.2
D,1966-09-09 18:00:00,7.5
D,1966-09-10 18:00:00,8.2
D,1966-09-11 18:00:00,8.7
D,1966-09-12 18:00:00,9.0
D,1966-09-13 18:00:00,9.3
D,1966-09-14 18:00:00,9.9
D,1966-09-15 18:00:00,10.5
D,1966-09-16 18:00:00,11.2
D,1966-09-17 18:00:00,11.6
D,1966-09-18 18:00:00,12.1
D,1966-09-19 18:00:00,12.0
D,1966-09-20 18:00:00,11.9
D,1966-09-21 18:00:00,12.0
D,1966-09-22 18:00:00,12.3
D,1966-09-23 18:00:00,12.6
D,1966-09-24 18:00:00,12.7
D,1966-09-25 18:00:00,12.8
D,1966-09-26 18:00:00,12.9
D,1966-09-27 18:00:00,13.3
D,1966-09-28 18:00:00,14.1
D,1966-09-29 18:00:00,15.5
D,1966-09-30 18:00:00,16.8
D,1966-10-01 18:00:00,18.0
D,1966-10-02 18:00:00,19.0
D,1966-10-03 18:00:00,19.8
D,1966-10-04 18:00:00,20.3
D,1966-10-05 18:00:00,20.7
D,1966-10-06 18:00:00,21.3
D,1966-10-07 18:00:00,21.4
D,1966-10-08 18:00:00,20.7
D,1966-10-09 18:00:00,19.1
D,1966-10-10 18:00:00,17.4
D,1966-10-11 18:00:00,16.1
D,1966-10-12 18:00:00,15.8
D,1966-10-13 18:00:00,16.1
D,1966-10-14 18:00:00,16.6
D,1966-10-15 18:00:00,17.3
D,1966-10-16 18:00:00,18.3
D,1966-10-17 18:00:00,20.0
D,1966-10-18 18:00:00,21.9
D,1966-10-19 18:00:00,24.1
D,1966-10-20 18:00:00,26.1
D,1966-10-21 18:00:00,27.5
D,1966-10-22 18:00:00,27.7
D,1966-10-23 18:00:00,27.5
D,1966-10-24 18:00:00,27.8
D,1966-10-25 18:00:00,29.6
D,1966-10-26 18:00:00,31.0
D,1966-10-27 18:00:00,31.6
D,1966-10-28 18:00:00,31.4
D,1966-10-29 18:00:00,31.5
D,1966-10-30 18:00:00,31.0
D,1966-10-31 18:00:00,30.1
D,1966-11-01 18:00:00,29.0
D,1966-11-02 18:00:00,28.6
D,1966-11-03 18:00:00,28.5
D,1966-11-04 18:00:00,28.1
D,1966-11-05 18:00:00,27.6
D,1966-11-06 18:00:00,26.7
D,1966-11-07 18:00:00,25.3
D,1966-11-08 18:00:00,23.4
D,1966-11-09 18:00:00,21.4
D,1966-11-10 18:00:00,19.8
D,1966-11-11 18:00:00,18.2
D,1966-11-12 18:00:00,16.9
D,1966-11-13 18:00:00,16.3
D,1966-11-14 18:00:00,15.6
D,1966-11-15 18:00:00,14.6
D,1966-11-16 18:00:00,13.6
D,1966-11-17 18:00:00,12.8
D,1966-11-18 18:00:00,11.8
D,1966-11-19 18:00:00,11.2
D,1966-11-20 18:00:00,11.6
D,1966-11-21 18:00:00,13.5
D,1966-11-22 18:00:00,15.3
D,1966-11-23 18:00:00,16.6
D,1966-11-24 18:00:00,16.9
D,1966-11-25 18:00:00,17.4
D,1966-11-26 18:00:00,18.1
D,1966-11-27 18:00:00,19.0
D,1966-11-28 18:00:00,19.4
D,1966-11-29 18:00:00,19.9
D,1966-11-30 18:00:00,19.8
D,1966-12-01 18:00:00,19.6
D,1966-12-02 18:00:00,19.5
D,1966-12-03 18:00:00,20.8
D,1966-12-04 18:00:00,23.5
D,1966-12-05 18:00:00,27.0
D,1966-12-06 18:00:00,29.3
D,1966-12-07 18:00:00,30.5
D,1966-12-08 18:00:00,31.6
D,1966-12-09 18:00:00,33.6
D,1966-12-10 18:00:00,35.2
D,1966-12-11 18:00:00,36.2
