D,string,u
D,1968-12-03 18:00:00,6.9
D,1968-12-04 18:00:00,6.3
D,1968-12-05 18:00:00,6.8
D,1968-12-06 18:00:00,9.0
D,1968-12-07 18:00:00,9.2
D,1968-12-08 18:00:00,9.9
D,1968-12-09 18:00:00,10.2
D,1968-12-10 18:00:00,13.0
D,1968-12-11 18:00:00,15.6
D,1968-12-12 18:00:00,17.4
D,1968-12-13 18:00:00,17.6
D,1968-12-14 18:00:00,16.3
D,1968-12-15 18:00:00,14.8
D,1968-12-16 18:00:00,13.7
D,1968-12-17 18:00:00,11.8
D,1968-12-18 18:00:00,11.3
D,1968-12-19 18:00:00,12.2
D,1968-12-20 18:00:00,15.3
D,1968-12-21 18:00:00,18.2
D,1968-12-22 18:00:00,20.0
D,1968-12-23 18:00:00,19.8
D,1968-12-24 18:00:00,18.4
D,1968-12-25 18:00:00,16.2
D,1968-12-26 18:00:00,14.3
D,1968-12-27 18:00:00,12.7
D,1968-12-28 18:00:00,11.4
D,1968-12-29 18:00:00,11.1
D,1968-12-30 18:00:00,12.0
D,1968-12-31 18:00:00,14.0
D,1969-01-01 18:00:00,16.1
D,1969-01-02 18:00:00,18.0
D,1969-01-03 18:00:00,19.2
D,1969-01-04 18:00:00,20.0
D,1969-01-05 18:00:00,20.7
D,1969-01-06 18:00:00,21.9
D,1969-01-07 18:00:00,23.1
D,1969-01-08 18:00:00,24.4
D,1969-01-09 18:00:00,25.6
D,1969-01-10 18:00:00,25.4
D,1969-01-11 18:00:00,24.7
D,1969-01-12 18:00:00,22.9
D,1969-01-13 18:00:00,20.9
D,1969-01-14 18:00:00,19.1
D,1969-01-15 18:00:00,19.0
D,1969-01-16 18:00:00,20.9
D,1969-01-17 18:00:00,23.6
D,1969-01-18 18:00:00,25.8
D,1969-01-19 18:00:00,27.5
D,1969-01-20 18:00:00,28.8
D,1969-01-21 18:00:00,30.2
D,1969-01-22 18:00:00,30.6
D,1969-01-23 18:00:00,29.1
D,1969-01-24 18:00:00,26.7
D,1969-01-25 18:00:00,24.0
D,1969-01-26 18:00:00,22.4
D,1969-01-27 18:00:00,20.3
D,1969-01-28 18:00:00,18.5
D,1969-01-29 18:00:00,17.1
D,1969-01-30 18:00:00,16.5
D,1969-01-31 18:00:00,16.5
D,1969-02-01 18:00:00,17.3
D,1969-02-02 18:00:00,19.1
D,1969-02-03 18:00:00,21.6
D,1969-02-04 18:00:00,23.7
D,1969-02-05 18:00:00,25.0
D,1969-02-06 18:00:00,25.8
D,1969-02-07 18:00:00,26.1
D,1969-02-08 18:00:00,26.3
D,1969-02-09 18:00:00,26.1
D,1969-02-10 18:00:00,26.3
D,1969-02-11 18:00:00,25.9
D,1969-02-12 18:00:00,24.9
D,1969-02-13 18:00:00,23.4
D,1969-02-14 18:00:00,21.2
D,1969-02-15 18:00:00,18.8
D,1969-02-16 18:00:00,17.0
D,1969-02-17 18:00:00,16.5
D,1969-02-18 18:00:00,16.3
D,1969-02-19 18:00:00,15.9
D,1969-02-20 18:00:00,16.4
D,1969-02-21 18:00:00,18.0
D,1969-02-22 18:00:00,20.2
D,1969-02-23 18:00:00,21.7
D,1969-02-24 18:00:00,22.4
D,1969-02-25 18:00:00,22.8
D,1969-02-26 18:00:00,23.3
D,1969-02-27 18:00:00,23.6
D,1969-02-28 18:00:00,23.0
D,1969-03-01 18:00:00,20.5
D,1969-03-02 18:00:00,17.4
D,1969-03-03 18:00:00,14.4
D,1969-03-04 18:00:00,11.7
D,1969-03-05 18:00:00,9.8
D,1969-03-06 18:00:00,8.8
D,1969-03-07 18:00:00,10.4
D,1969-03-08 18:00:00,12.3
D,1969-03-09 18:00:00,13.0
D,1969-03-10 18:00:00,11.5
D,1969-03-11 18:00:00,8.4
D,1969-03-12 18:00:00,4.4
D,1969-03-13 18:00:00,1.9
D,1969-03-14 18:00:00,1.7
D,1969-03-15 18:00:00,3.5
D,1969-03-16 18:00:00,5.1
D,1969-03-17 18:00:00,5.8
D,1969-03-18 18:00:00,6.3
D,1969-03-19 18:00:00,6.7
D,1969-03-20 18:00:00,7.2
D,1969-03-21 18:00:00,7.6
D,1969-03-22 18:00:00,8.3
D,1969-03-23 18:00:00,9.3
D,1969-03-24 18:00:00,10.2
D,1969-03-25 18:00:00,10.7
D,1969-03-26 18:00:00,11.8
D,1969-03-27 18:00:00,13.2
D,1969-03-28 18:00:00,14.1
D,1969-03-29 18:00:00,13.7
D,1969-03-30 18:00:00,12.3
D,1969-03-31 18:00:00,10.7
D,1969-04-01 18:00:00,8.9
D,1969-04-02 18:00:00,7.5
D,1969-04-03 18:00:00,6.8
D,1969-04-04 18:00:00,6.3
D,1969-04-05 18:00:00,5.8
D,1969-04-06 18:00:00,4.4
D,1969-04-07 18:00:00,2.9
D,1969-04-08 18:00:00,1.8
D,1969-04-09 18:00:00,1.3
D,1969-04-10 18:00:00,0.9
D,1969-04-11 18:00:00,0.7
D,1969-04-12 18:00:00,0.3
D,1969-04-13 18:00:00,-0.3
D,1969-04-14 18:00:00,-1.2
D,1969-04-15 18:00:00,-2.3
D,1969-04-16 18:00:00,-3.3
D,1969-04-17 18:00:00,-4.9
D,1969-04-18 18:00:00,-5.6
D,1969-04-19 18:00:00,-6.2
D,1969-04-20 18:00:00,-6.2
D,1969-04-21 18:00:00,-6.5
D,1969-04-22 18:00:00,-6.8
D,1969-04-23 18:00:00,-7.0
D,1969-04-24 18:00:00,-7.1
D,1969-04-25 18:00:00,-6.8
D,1969-04-26 18:00:00,-6.0
D,1969-04-27 18:00:00,-5.7
D,1969-04-28 18:00:00,-5.8
D,1969-04-29 18:00:00,-6.5
D,1969-04-30 18:00:00,-7.2
D,1969-05-01 18:00:00,-7.5
D,1969-05-02 18:00:00,-7.9
D,1969-05-03 18:00:00,-8.4
D,1969-05-04 18:00:00,-8.3
D,1969-05-05 18:00:00,-7.8
D,1969-05-06 18:00:00,-7.0
D,1969-05-07 18:00:00,-6.8
D,1969-05-08 18:00:00,-6.8
D,1969-05-09 18:00:00,-7.3
D,1969-05-10 18:00:00,-7.7
D,1969-05-11 18:00:00,-8.1
D,1969-05-12 18:00:00,-8.1
D,1969-05-13 18:00:00,-7.9
D,1969-05-14 18:00:00,-7.6
D,1969-05-15 18:00:00,-7.3
D,1969-05-16 18:00:00,-7.3
D,1969-05-17 18:00:00,-7.3
D,1969-05-18 18:00:00,-7.4
D,1969-05-19 18:00:00,-7.4
D,1969-05-20 18:00:00,-7.6
D,1969-05-21 18:00:00,-7.8
D,1969-05-22 18:00:00,-8.1
D,1969-05-23 18:00:00,-8.1
D,1969-05-24 18:00:00,-8.1
D,1969-05-25 18:00:00,-8.3
D,1969-05-26 18:00:00,-8.5
D,1969-05-27 18:00:00,-8.6
D,1969-05-28 18:00:00,-8.6
D,1969-05-29 18:00:00,-8.7
D,1969-05-30 18:00:00,-8.7
D,1969-05-31 18:00:00,-8.6
D,1969-06-01 18:00:00,-8.3
D,1969-06-02 18:00:00,-8.2
D,1969-06-03 18:00:00,-8.2
D,1969-06-04 18:00:00,-8.5
D,1969-06-05 18:00:00,-8.8
D,1969-06-06 18:00:00,-9.0
D,1969-06-07 18:00:00,-9.5
D,1969-06-08 18:00:00,-9.8
D,1969-06-09 18:00:00,-10.1
D,1969-06-10 18:00:00,-10.3
D,1969-06-11 18:00:00,-10.6
D,1969-06-12 18:00:00,-11.0
D,1969-06-13 18:00:00,-11.0
D,1969-06-14 18:00:00,-10.9
D,1969-06-15 18:00:00,-10.8
D,1969-06-16 18:00:00,-10.9
D,1969-06-17 18:00:00,-11.1
D,1969-06-18 18:00:00,-11.5
D,1969-06-19 18:00:00,-11.6
D,1969-06-20 18:00:00,-11.9
D,1969-06-21 18:00:00,-12.0
D,1969-06-22 18:00:00,-12.3
D,1969-06-23 18:00:00,-12.1
D,1969-06-24 18:00:00,-12.0
D,1969-06-25 18:00:00,-11.9
D,1969-06-26 18:00:00,-12.2
D,1969-06-27 18:00:00,-12.3
D,1969-06-28 18:00:00,-12.2
D,1969-06-29 18:00:00,-11.9
D,1969-06-30 18:00:00,-11.6
D,1969-07-01 18:00:00,-11.7
D,1969-07-02 18:00:00,-12.0
D,1969-07-03 18:00:00,-12.0
D,1969-07-04 18:00:00,-12.2
D,1969-07-05 18:00:00,-12.2
D,1969-07-06 18:00:00,-12.2
D,1969-07-07 18:00:00,-11.9
D,1969-07-08 18:00:00,-11.6
D,1969-07-09 18:00:00,-11.5
D,1969-07-10 18:00:00,-11.4
D,1969-07-11 18:00:00,-11.5
D,1969-07-12 18:00:00,-11.5
D,1969-07-13 18:00:00,-11.5
D,1969-07-14 18:00:00,-11.3
D,1969-07-15 18:00:00,-11.0
D,1969-07-16 18:00:00,-10.6
D,1969-07-17 18:00:00,-10.1
D,1969-07-18 18:00:00,-9.9
D,1969-07-19 18:00:00,-9.9
D,1969-07-20 18:00:00,-9.8
D,1969-07-21 18:00:00,-9.7
D,1969-07-22 18:00:00,-9.5
D,1969-07-23 18:00:00,-9.3
D,1969-07-24 18:00:00,-8.7
D,1969-07-25 18:00:00,-8.1
D,1969-07-26 18:00:00,-7.9
D,1969-07-27 18:00:00,-7.9
D,1969-07-28 18:00:00,-7.8
D,1969-07-29 18:00:00,-7.6
D,1969-07-30 18:00:00,-7.8
D,1969-07-31 18:00:00,-7.8
D,1969-08-01 18:00:00,-7.7
D,1969-08-02 18:00:00,-7.3
D,1969-08-03 18:00:00,-7.0
D,1969-08-04 18:00:00,-6.7
D,1969-08-05 18:00:00,-6.3
D,1969-08-06 18:00:00,-5.8
D,1969-08-07 18:00:00,-5.5
D,1969-08-08 18:00:00,-5.3
D,1969-08-09 18:00:00,-5.2
D,1969-08-10 18:00:00,-5.0
D,1969-08-11 18:00:00,-4.6
D,1969-08-12 18:00:00,-4.3
D,1969-08-13 18:00:00,-4.1
D,1969-08-14 18:00:00,-3.8
D,1969-08-15 18:00:00,-3.4
D,1969-08-16 18:00:00,-3.1
D,1969-08-17 18:00:00,-2.9
D,1969-08-18 18:00:00,-2.8
D,1969-08-19 18:00:00,-2.4
D,1969-08-20 18:00:00,-2.0
D,1969-08-21 18:00:00,-1.5
D,1969-08-22 18:00:00,-1.0
D,1969-08-23 18:00:00,-0.6
D,1969-08-24 18:00:00,-0.4
D,1969-08-25 18:00:00,-0.0
D,1969-08-26 18:00:00,0.5
D,1969-08-27 18:00:00,1.1
D,1969-08-28 18:00:00,1.5
D,1969-08-29 18:00:00,1.9
D,1969-08-30 18:00:00,2.1
D,1969-08-31 18:00:00,2.4
D,1969-09-01 18:00:00,2.6
D,1969-09-02 18:00:00,2.9
D,1969-09-03 18:00:00,3.2
D,1969-09-04 18:00:00,3.5
D,1969-09-05 18:00:00,4.3
D,1969-09-06 18:00:00,5.0
D,1969-09-07 18:00:00,5.7
D,1969-09-08 18:00:00,6.3
D,1969-09-09 18:00:00,6.9
D,1969-09-10 18:00:00,7.7
D,1969-09-11 18:00:00,8.4
D,1969-09-12 18:00:00,9.0
D,1969-09-13 18:00:00,9.3
D,1969-09-14 18:00:00,9.5
D,1969-09-15 18:00:00,9.5
D,1969-09-16 18:00:00,9.9
D,1969-09-17 18:00:00,10.1
D,1969-09-18 18:00:00,10.2
D,1969-09-19 18:00:00,10.0
D,1969-09-20 18:00:00,10.0
D,1969-09-21 18:00:00,10.4
D,1969-09-22 18:00:00,10.8
D,1969-09-23 18:00:00,11.0
D,1969-09-24 18:00:00,11.1
D,1969-09-25 18:00:00,11.7
D,1969-09-26 18:00:00,12.6
D,1969-09-27 18:00:00,13.7
D,1969-09-28 18:00:00,14.5
D,1969-09-29 18:00:00,15.1
D,1969-09-30 18:00:00,15.9
D,1969-10-01 18:00:00,16.6
D,1969-10-02 18:00:00,17.3
D,1969-10-03 18:00:00,17.7
D,1969-10-04 18:00:00,17.8
D,1969-10-05 18:00:00,17.7
D,1969-10-06 18:00:00,17.8
D,1969-10-07 18:00:00,18.1
D,1969-10-08 18:00:00,18.5
D,1969-10-09 18:00:00,18.8
D,1969-10-10 18:00:00,18.9
D,1969-10-11 18:00:00,18.9
D,1969-10-12 18:00:00,19.0
D,1969-10-13 18:00:00,19.2
D,1969-10-14 18:00:00,19.6
D,1969-10-15 18:00:00,20.1
D,1969-10-16 18:00:00,20.6
D,1969-10-17 18:00:00,21.0
D,1969-10-18 18:00:00,20.9
D,1969-10-19 18:00:00,20.4
D,1969-10-20 18:00:00,19.3
D,1969-10-21 18:00:00,17.7
D,1969-10-22 18:00:00,16.3
D,1969-10-23 18:00:00,15.5
D,1969-10-24 18:00:00,15.6
D,1969-10-25 18:00:00,16.6
D,1969-10-26 18:00:00,18.5
D,1969-10-27 18:00:00,21.4
D,1969-10-28 18:00:00,24.5
D,1969-10-29 18:00:00,26.8
D,1969-10-30 18:00:00,27.4
D,1969-10-31 18:00:00,27.6
D,1969-11-01 18:00:00,28.2
D,1969-11-02 18:00:00,30.2
D,1969-11-03 18:00:00,32.0
D,1969-11-04 18:00:00,33.0
D,1969-11-05 18:00:00,33.1
D,1969-11-06 18:00:00,32.8
D,1969-11-07 18:00:00,31.7
D,1969-11-08 18:00:00,30.5
D,1969-11-09 18:00:00,29.3
D,1969-11-10 18:00:00,29.0
D,1969-11-11 18:00:00,29.0
D,1969-11-12 18:00:00,29.2
D,1969-11-13 18:00:00,29.8
D,1969-11-14 18:00:00,31.3
D,1969-11-15 18:00:00,33.6
D,1969-11-16 18:00:00,35.5
D,1969-11-17 18:00:00,36.0
D,1969-11-18 18:00:00,34.9
D,1969-11-19 18:00:00,34.1
D,1969-11-20 18:00:00,34.9
D,1969-11-21 18:00:00,37.3
D,1969-11-22 18:00:00,39.0
D,1969-11-23 18:00:00,39.2
D,1969-11-24 18:00:00,38.8
D,1969-11-25 18:00:00,38.2
D,1969-11-26 18:00:00,37.5
D,1969-11-27 18:00:00,36.6
D,1969-11-28 18:00:00,36.0
D,1969-11-29 18:00:00,35.9
D,1969-11-30 18:00:00,36.0
D,1969-12-01 18:00:00,36.0
D,1969-12-02 18:00:00,35.0
D,1969-12-03 18:00:00,33.3
D,1969-12-04 18:00:00,31.9
D,1969-12-05 18:00:00,32.0
D,1969-12-06 18:00:00,33.3
D,1969-12-07 18:00:00,34.7
D,1969-12-08 18:00:00,35.3
D,1969-12-09 18:00:00,34.4
D,1969-12-10 18:00:00,32.8
D,1969-12-11 18:00:00,31.4
D,1969-12-12 18:00:00,30.2
D,1969-12-13 18:00:00,29.0
D,1969-12-14 18:00:00,27.6
D,1969-12-15 18:00:00,26.7
D,1969-12-16 18:00:00,25.3
D,1969-12-17 18:00:00,24.7
D,1969-12-18 18:00:00,24.6
D,1969-12-19 18:00:00,25.3
D,1969-12-20 18:00:00,26.5
D,1969-12-21 18:00:00,29.2
D,1969-12-22 18:00:00,33.4
D,1969-12-23 18:00:00,37.7
D,1969-12-24 18:00:00,39.6
D,1969-12-25 18:00:00,39.0
D,1969-12-26 18:00:00,35.5
D,1969-12-27 18:00:00,30.7
D,1969-12-28 18:00:00,25.1
D,1969-12-29 18:00:00,20.0
D,1969-12-30 18:00:00,14.7
D,1969-12-31 18:00:00,8.6
D,1970-01-01 18:00:00,1.6
D,1970-01-02 18:00:00,-3.9
D,1970-01-03 18:00:00,-7.5
D,1970-01-04 18:00:00,-7.3
D,1970-01-05 18:00:00,-5.2
D,1970-01-06 18:00:00,-0.6
D,1970-01-07 18:00:00,2.9
D,1970-01-08 18:00:00,4.2
D,1970-01-09 18:00:00,3.6
D,1970-01-10 18:00:00,2.9
D,1970-01-11 18:00:00,3.1
D,1970-01-12 18:00:00,3.4
D,1970-01-13 18:00:00,3.4
D,1970-01-14 18:00:00,3.8
D,1970-01-15 18:00:00,5.0
D,1970-01-16 18:00:00,7.0
D,1970-01-17 18:00:00,8.9
D,1970-01-18 18:00:00,9.7
D,1970-01-19 18:00:00,9.3
D,1970-01-20 18:00:00,7.8
D,1970-01-21 18:00:00,6.1
D,1970-01-22 18:00:00,4.3
D,1970-01-23 18:00:00,2.3
D,1970-01-24 18:00:00,-0.1
D,1970-01-25 18:00:00,-3.1
D,1970-01-26 18:00:00,-5.4
D,1970-01-27 18:00:00,-8.3
D,1970-01-28 18:00:00,-11.0
D,1970-01-29 18:00:00,-12.5
D,1970-01-30 18:00:00,-10.3
D,1970-01-31 18:00:00,-5.9
D,1970-02-01 18:00:00,-0.9
D,1970-02-02 18:00:00,3.7
D,1970-02-03 18:00:00,7.6
D,1970-02-04 18:00:00,10.6
D,1970-02-05 18:00:00,10.8
D,1970-02-06 18:00:00,9.3
D,1970-02-07 18:00:00,7.1
D,1970-02-08 18:00:00,5.7
D,1970-02-09 18:00:00,5.3
D,1970-02-10 18:00:00,5.3
D,1970-02-11 18:00:00,6.2
D,1970-02-12 18:00:00,7.8
D,1970-02-13 18:00:00,10.0
D,1970-02-14 18:00:00,12.1
D,1970-02-15 18:00:00,14.0
D,1970-02-16 18:00:00,16.0
D,1970-02-17 18:00:00,17.9
D,1970-02-18 18:00:00,20.0
D,1970-02-19 18:00:00,21.9
D,1970-02-20 18:00:00,23.9
D,1970-02-21 18:00:00,25.6
D,1970-02-22 18:00:00,26.7
D,1970-02-23 18:00:00,27.2
D,1970-02-24 18:00:00,27.0
D,1970-02-25 18:00:00,27.0
D,1970-02-26 18:00:00,27.1
D,1970-02-27 18:00:00,27.6
D,1970-02-28 18:00:00,27.9
D,1970-03-01 18:00:00,27.9
D,1970-03-02 18:00:00,27.3
D,1970-03-03 18:00:00,26.3
D,1970-03-04 18:00:00,25.8
D,1970-03-05 18:00:00,26.3
D,1970-03-06 18:00:00,27.6
D,1970-03-07 18:00:00,28.3
D,1970-03-08 18:00:00,27.4
D,1970-03-09 18:00:00,25.6
D,1970-03-10 18:00:00,23.7
D,1970-03-11 18:00:00,21.9
D,1970-03-12 18:00:00,19.3
D,1970-03-13 18:00:00,16.7
D,1970-03-14 18:00:00,15.0
D,1970-03-15 18:00:00,14.9
D,1970-03-16 18:00:00,15.3
D,1970-03-17 18:00:00,16.2
D,1970-03-18 18:00:00,16.5
D,1970-03-19 18:00:00,17.2
D,1970-03-20 18:00:00,18.5
D,1970-03-21 18:00:00,21.3
D,1970-03-22 18:00:00,24.9
D,1970-03-23 18:00:00,28.1
D,1970-03-24 18:00:00,29.3
D,1970-03-25 18:00:00,28.4
D,1970-03-26 18:00:00,26.2
D,1970-03-27 18:00:00,24.4
D,1970-03-28 18:00:00,23.5
D,1970-03-29 18:00:00,22.8
D,1970-03-30 18:00:00,22.1
D,1970-03-31 18:00:00,21.1
D,1970-04-01 18:00:00,20.1
D,1970-04-02 18:00:00,18.7
D,1970-04-03 18:00:00,17.6
D,1970-04-04 18:00:00,16.9
D,1970-04-05 18:00:00,16.3
D,1970-04-06 18:00:00,15.4
D,1970-04-07 18:00:00,13.5
D,1970-04-08 18:00:00,10.9
D,1970-04-09 18:00:00,8.2
D,1970-04-10 18:00:00,5.5
D,1970-04-11 18:00:00,2.7
D,1970-04-12 18:00:00,-0.4
D,1970-04-13 18:00:00,-3.5
D,1970-04-14 18:00:00,-7.0
D,1970-04-15 18:00:00,-10.4
D,1970-04-16 18:00:00,-13.4
D,1970-04-17 18:00:00,-15.2
D,1970-04-18 18:00:00,-16.4
D,1970-04-19 18:00:00,-16.8
D,1970-04-20 18:00:00,-16.1
D,1970-04-21 18:00:00,-14.0
D,1970-04-22 18:00:00,-11.8
D,1970-04-23 18:00:00,-9.9
D,1970-04-24 18:00:00,-8.5
D,1970-04-25 18:00:00,-7.5
D,1970-04-26 18:00:00,-6.9
D,1970-04-27 18:00:00,-6.9
D,1970-04-28 18:00:00,-6.9
D,1970-04-29 18:00:00,-6.5
D,1970-04-30 18:00:00,-5.6
D,1970-05-01 18:00:00,-4.9
D,1970-05-02 18:00:00,-4.8
D,1970-05-03 18:00:00,-5.3
D,1970-05-04 18:00:00,-5.9
D,1970-05-05 18:00:00,-6.5
D,1970-05-06 18:00:00,-7.4
D,1970-05-07 18:00:00,-8.7
D,1970-05-08 18:00:00,-9.6
D,1970-05-09 18:00:00,-10.4
D,1970-05-10 18:00:00,-10.9
D,1970-05-11 18:00:00,-11.6
D,1970-05-12 18:00:00,-12.1
D,1970-05-13 18:00:00,-12.3
D,1970-05-14 18:00:00,-12.3
D,1970-05-15 18:00:00,-12.3
D,1970-05-16 18:00:00,-12.3
D,1970-05-17 18:00:00,-12.1
D,1970-05-18 18:00:00,-12.0
D,1970-05-19 18:00:00,-11.9
D,1970-05-20 18:00:00,-12.0
D,1970-05-21 18:00:00,-12.2
D,1970-05-22 18:00:00,-12.3
D,1970-05-23 18:00:00,-12.4
D,1970-05-24 18:00:00,-12.3
D,1970-05-25 18:00:00,-12.5
D,1970-05-26 18:00:00,-12.9
D,1970-05-27 18:00:00,-13.2
D,1970-05-28 18:00:00,-13.5
D,1970-05-29 18:00:00,-13.6
D,1970-05-30 18:00:00,-14.0
D,1970-05-31 18:00:00,-14.1
D,1970-06-01 18:00:00,-14.1
D,1970-06-02 18:00:00,-14.2
D,1970-06-03 18:00:00,-14.5
D,1970-06-04 18:00:00,-14.6
D,1970-06-05 18:00:00,-14.6
D,1970-06-06 18:00:00,-14.5
D,1970-06-07 18:00:00,-14.3
D,1970-06-08 18:00:00,-14.5
D,1970-06-09 18:00:00,-14.9
D,1970-06-10 18:00:00,-15.2
D,1970-06-11 18:00:00,-15.3
D,1970-06-12 18:00:00,-15.2
D,1970-06-13 18:00:00,-15.2
D,1970-06-14 18:00:00,-15.1
D,1970-06-15 18:00:00,-14.7
D,1970-06-16 18:00:00,-14.4
D,1970-06-17 18:00:00,-14.2
D,1970-06-18 18:00:00,-14.3
D,1970-06-19 18:00:00,-14.3
D,1970-06-20 18:00:00,-14.1
D,1970-06-21 18:00:00,-14.0
D,1970-06-22 18:00:00,-14.0
D,1970-06-23 18:00:00,-14.1
D,1970-06-24 18:00:00,-13.9
D,1970-06-25 18:00:00,-14.0
D,1970-06-26 18:00:00,-14.0
D,1970-06-27 18:00:00,-14.5
D,1970-06-28 18:00:00,-14.5
D,1970-06-29 18:00:00,-14.8
D,1970-06-30 18:00:00,-14.7
D,1970-07-01 18:00:00,-14.7
D,1970-07-02 18:00:00,-14.5
D,1970-07-03 18:00:00,-14.2
D,1970-07-04 18:00:00,-13.8
D,1970-07-05 18:00:00,-13.5
D,1970-07-06 18:00:00,-13.2
D,1970-07-07 18:00:00,-13.0
D,1970-07-08 18:00:00,-12.8
D,1970-07-09 18:00:00,-12.7
D,1970-07-10 18:00:00,-12.7
D,1970-07-11 18:00:00,-12.7
D,1970-07-12 18:00:00,-12.6
D,1970-07-13 18:00:00,-12.3
D,1970-07-14 18:00:00,-12.0
D,1970-07-15 18:00:00,-11.9
D,1970-07-16 18:00:00,-11.9
D,1970-07-17 18:00:00,-12.0
D,1970-07-18 18:00:00,-12.1
D,1970-07-19 18:00:00,-12.0
D,1970-07-20 18:00:00,-12.0
D,1970-07-21 18:00:00,-11.8
D,1970-07-22 18:00:00,-11.7
D,1970-07-23 18:00:00,-11.3
D,1970-07-24 18:00:00,-11.1
D,1970-07-25 18:00:00,-10.8
D,1970-07-26 18:00:00,-10.6
D,1970-07-27 18:00:00,-10.2
D,1970-07-28 18:00:00,-9.7
D,1970-07-29 18:00:00,-9.3
D,1970-07-30 18:00:00,-8.9
D,1970-07-31 18:00:00,-8.7
D,1970-08-01 18:00:00,-8.2
D,1970-08-02 18:00:00,-8.0
D,1970-08-03 18:00:00,-7.8
D,1970-08-04 18:00:00,-7.5
D,1970-08-05 18:00:00,-7.0
D,1970-08-06 18:00:00,-6.5
D,1970-08-07 18:00:00,-6.0
D,1970-08-08 18:00:00,-5.7
D,1970-08-09 18:00:00,-5.4
D,1970-08-10 18:00:00,-5.2
D,1970-08-11 18:00:00,-4.7
D,1970-08-12 18:00:00,-4.2
D,1970-08-13 18:00:00,-3.7
D,1970-08-14 18:00:00,-3.2
D,1970-08-15 18:00:00,-2.9
D,1970-08-16 18:00:00,-2.7
D,1970-08-17 18:00:00,-2.7
D,1970-08-18 18:00:00,-2.6
D,1970-08-19 18:00:00,-2.4
D,1970-08-20 18:00:00,-1.9
D,1970-08-21 18:00:00,-1.5
D,1970-08-22 18:00:00,-1.1
D,1970-08-23 18:00:00,-0.8
D,1970-08-24 18:00:00,-0.4
D,1970-08-25 18:00:00,0.1
D,1970-08-26 18:00:00,0.7
D,1970-08-27 18:00:00,1.3
D,1970-08-28 18:00:00,2.1
D,1970-08-29 18:00:00,3.0
D,1970-08-30 18:00:00,4.0
D,1970-08-31 18:00:00,4.5
D,1970-09-01 18:00:00,4.4
D,1970-09-02 18:00:00,4.3
D,1970-09-03 18:00:00,4.6
D,1970-09-04 18:00:00,5.4
D,1970-09-05 18:00:00,6.1
D,1970-09-06 18:00:00,6.7
D,1970-09-07 18:00:00,6.7
D,1970-09-08 18:00:00,6.7
D,1970-09-09 18:00:00,6.6
D,1970-09-10 18:00:00,6.7
D,1970-09-11 18:00:00,6.4
D,1970-09-12 18:00:00,6.2
D,1970-09-13 18:00:00,6.1
D,1970-09-14 18:00:00,6.5
D,1970-09-15 18:00:00,7.2
D,1970-09-16 18:00:00,8.1
D,1970-09-17 18:00:00,9.0
D,1970-09-18 18:00:00,10.0
D,1970-09-19 18:00:00,10.6
D,1970-09-20 18:00:00,11.1
D,1970-09-21 18:00:00,11.4
D,1970-09-22 18:00:00,11.7
D,1970-09-23 18:00:00,11.7
D,1970-09-24 18:00:00,11.7
D,1970-09-25 18:00:00,11.9
D,1970-09-26 18:00:00,12.7
D,1970-09-27 18:00:00,13.5
D,1970-09-28 18:00:00,13.8
D,1970-09-29 18:00:00,14.0
D,1970-09-30 18:00:00,14.2
D,1970-10-01 18:00:00,14.6
D,1970-10-02 18:00:00,14.7
D,1970-10-03 18:00:00,14.6
D,1970-10-04 18:00:00,14.3
D,1970-10-05 18:00:00,13.7
D,1970-10-06 18:00:00,13.2
D,1970-10-07 18:00:00,12.9
D,1970-10-08 18:00:00,13.1
D,1970-10-09 18:00:00,13.5
D,1970-10-10 18:00:00,13.7
D,1970-10-11 18:00:00,13.6
D,1970-10-12 18:00:00,13.9
D,1970-10-13 18:00:00,14.4
D,1970-10-14 18:00:00,14.9
D,1970-10-15 18:00:00,15.2
D,1970-10-16 18:00:00,15.7
D,1970-10-17 18:00:00,16.4
D,1970-10-18 18:00:00,17.1
D,1970-10-19 18:00:00,17.4
D,1970-10-20 18:00:00,17.0
D,1970-10-21 18:00:00,15.9
D,1970-10-22 18:00:00,14.8
D,1970-10-23 18:00:00,14.1
D,1970-10-24 18:00:00,14.0
D,1970-10-25 18:00:00,14.0
D,1970-10-26 18:00:00,14.5
D,1970-10-27 18:00:00,15.2
D,1970-10-28 18:00:00,15.8
D,1970-10-29 18:00:00,16.0
D,1970-10-30 18:00:00,16.4
D,1970-10-31 18:00:00,17.3
D,1970-11-01 18:00:00,18.7
D,1970-11-02 18:00:00,20.0
D,1970-11-03 18:00:00,21.7
D,1970-11-04 18:00:00,23.8
D,1970-11-05 18:00:00,25.8
D,1970-11-06 18:00:00,26.9
D,1970-11-07 18:00:00,26.9
D,1970-11-08 18:00:00,27.1
D,1970-11-09 18:00:00,27.2
D,1970-11-10 18:00:00,27.8
D,1970-11-11 18:00:00,28.2
D,1970-11-12 18:00:00,29.0
D,1970-11-13 18:00:00,29.1
D,1970-11-14 18:00:00,28.6
D,1970-11-15 18:00:00,28.1
D,1970-11-16 18:00:00,27.9
D,1970-11-17 18:00:00,28.0
D,1970-11-18 18:00:00,28.4
D,1970-11-19 18:00:00,28.8
D,1970-11-20 18:00:00,29.5
D,1970-11-21 18:00:00,30.2
D,1970-11-22 18:00:00,30.8
D,1970-11-23 18:00:00,31.7
