D,string,ar,latcent,kurtosis,area,form
D,1963-01-01 18:00:00,1.3914,85.598,0.15132,30826000.0,D
D,1963-01-02 18:00:00,1.3999,86.313,0.14872,31032000.0,D
D,1963-01-03 18:00:00,1.3292,85.479,0.15526,30179000.0,D
D,1963-01-04 18:00:00,1.2402,84.191,0.14776,30249000.0,D
D,1963-01-05 18:00:00,1.1061,83.286,0.15299,31219000.0,D
D,1963-01-06 18:00:00,1.065,82.896,0.1508,31167000.0,D
D,1963-01-07 18:00:00,1.1499,83.276,0.14708,31138000.0,D
D,1963-01-08 18:00:00,1.1675,84.575,0.14608,31040000.0,D
D,1963-01-09 18:00:00,1.1181,85.93,0.15411,30799000.0,D
D,1963-01-10 18:00:00,1.2294,86.627,0.16217,29903000.0,D
D,1963-01-11 18:00:00,1.26,86.468,0.16767,30872000.0,D
D,1963-01-12 18:00:00,1.3223,85.562,0.15863,31465000.0,D
D,1963-01-13 18:00:00,1.4297,84.497,0.13916,32215000.0,D
D,1963-01-14 18:00:00,1.6297,83.645,0.11842,31561000.0,D
D,1963-01-15 18:00:00,1.7777,83.121,0.10889,31095000.0,D
D,1963-01-16 18:00:00,1.8963,81.901,0.13469,31586000.0,D
D,1963-01-17 18:00:00,1.9202,79.854,0.2158,31643000.0,D
D,1963-01-18 18:00:00,2.0598,78.762,0.18405,29106000.0,D
D,1963-01-19 18:00:00,2.054,81.103,0.16351,26046000.0,D
D,1963-01-20 18:00:00,2.1477,82.681,0.20654,25255000.0,D
D,1963-01-21 18:00:00,2.4889,83.685,0.24311,24893000.0,D
D,1963-01-22 18:00:00,3.05,86.194,0.064368,25533000.0,S
D,1963-01-23 18:00:00,3.3467,85.684,0.0724,26654000.0,S
D,1963-01-24 18:00:00,3.2747,79.262,0.83364,26927000.0,S
D,1963-01-25 18:00:00,2.8524,74.697,1.7679,18613000.0,S
D,1963-01-26 18:00:00,2.5601,75.608,1.7163,14120000.0,S
D,1963-01-27 18:00:00,2.934,78.452,4.9743,15690000.0,S
D,1963-01-28 18:00:00,2.1276,83.693,3.8385,17136000.0,D
D,1963-01-29 18:00:00,1.4271,78.027,0.40672,52308000.0,D
D,1963-01-30 18:00:00,1.1212,77.657,0.24435,80890000.0,D
D,1963-01-31 18:00:00,1.216,82.009,0.080338,97504000.0,D
D,1963-02-01 18:00:00,1.2191,87.413,-0.012279,116200000.0,D
D,1963-02-02 18:00:00,1.2201,88.065,0.0081575,120370000.0,D
D,1963-02-03 18:00:00,1.2933,83.261,0.16907,103640000.0,D
D,1963-02-04 18:00:00,1.2277,84.726,0.094573,115490000.0,D
D,1963-02-05 18:00:00,1.1733,84.739,0.2847,115350000.0,D
D,1963-02-06 18:00:00,2.0588,82.343,1.4187,58478000.0,D
D,1963-02-07 18:00:00,2.035,78.632,3.8751,36112000.0,D
D,1963-02-08 18:00:00,1.7896,77.373,3.2751,40005000.0,D
D,1963-02-09 18:00:00,1.4918,72.351,3.708,36629000.0,D
D,1963-02-10 18:00:00,1.4213,67.07,4.2369,33518000.0,D
D,1963-02-11 18:00:00,1.5731,64.805,3.2215,32781000.0,D
D,1963-02-12 18:00:00,2.0041,64.034,0.86008,31599000.0,D
D,1963-02-13 18:00:00,2.225,64.812,0.57581,34175000.0,D
D,1963-02-14 18:00:00,2.2615,66.8,0.46108,35413000.0,D
D,1963-02-15 18:00:00,2.218,68.672,0.62485,34671000.0,D
D,1963-02-16 18:00:00,1.9423,70.446,1.0319,31002000.0,D
D,1963-02-17 18:00:00,1.9419,71.621,0.91357,28665000.0,D
D,1963-02-18 18:00:00,1.6607,71.451,0.6883,27130000.0,D
D,1963-02-19 18:00:00,1.4686,71.892,0.73591,28262000.0,D
D,1963-02-20 18:00:00,1.241,74.553,0.67569,27681000.0,D
D,1963-02-21 18:00:00,1.3926,78.8,0.57402,20510000.0,D
D,1963-02-22 18:00:00,1.2563,81.87,0.34546,12367000.0,D
D,1963-02-23 18:00:00,1.13,82.489,0.24515,7920800.0,D
D,1963-02-24 18:00:00,1.0863,80.683,0.31847,16995000.0,D
D,1963-02-25 18:00:00,1.1765,79.006,0.32456,22729000.0,D
D,1963-02-26 18:00:00,1.3263,78.716,0.34678,26022000.0,D
D,1963-02-27 18:00:00,1.5096,79.241,0.33053,27479000.0,D
D,1963-02-28 18:00:00,1.8495,79.714,0.29024,30300000.0,D
D,1963-03-01 18:00:00,2.2068,79.706,0.21405,34650000.0,D
D,1963-03-02 18:00:00,2.2787,78.211,0.23174,37401000.0,D
D,1963-03-03 18:00:00,2.2065,77.147,0.18061,39818000.0,D
D,1963-03-04 18:00:00,2.1986,77.898,0.025582,42183000.0,D
D,1963-03-05 18:00:00,2.3042,81.212,-0.19638,44479000.0,D
D,1963-03-06 18:00:00,2.3185,84.594,-0.25087,43941000.0,D
D,1963-03-07 18:00:00,2.2778,87.524,-0.19404,41532000.0,D
D,1963-03-08 18:00:00,2.2259,87.269,-0.043249,38568000.0,D
D,1963-03-09 18:00:00,2.0989,86.148,0.10703,35564000.0,D
D,1963-03-10 18:00:00,1.9419,85.829,0.25027,33080000.0,D
D,1963-03-11 18:00:00,1.904,85.306,0.37392,30794000.0,D
D,1963-03-12 18:00:00,1.7542,83.525,0.59634,28035000.0,D
D,1963-03-13 18:00:00,1.6358,83.523,0.72478,26922000.0,D
D,1963-03-14 18:00:00,1.5839,84.004,0.88122,25399000.0,D
D,1963-03-15 18:00:00,1.4908,84.44,0.79341,25268000.0,D
D,1963-03-16 18:00:00,1.4531,83.109,0.5256,26728000.0,D
D,1963-03-17 18:00:00,1.4032,81.522,0.24588,26315000.0,D
D,1963-03-18 18:00:00,1.3422,81.526,0.25452,25063000.0,D
D,1963-03-19 18:00:00,1.2133,83.363,0.28172,24253000.0,D
D,1963-03-20 18:00:00,1.2076,85.296,0.25776,22178000.0,D
D,1963-03-21 18:00:00,1.3045,86.991,0.24146,23456000.0,D
D,1963-03-22 18:00:00,1.2441,87.113,0.26071,22816000.0,D
D,1963-03-23 18:00:00,1.1857,85.278,0.29936,25222000.0,D
D,1963-03-24 18:00:00,1.2736,83.93,0.29257,27576000.0,D
D,1963-03-25 18:00:00,1.375,82.002,0.32691,29718000.0,D
D,1963-03-26 18:00:00,1.6172,82.246,0.34832,30259000.0,D
D,1963-03-27 18:00:00,1.891,84.073,0.28557,32004000.0,D
D,1963-03-28 18:00:00,1.8912,83.612,0.37565,29822000.0,D
D,1963-03-29 18:00:00,1.8418,82.249,0.39639,30091000.0,D
D,1963-03-30 18:00:00,1.8235,82.107,0.36646,31373000.0,D
D,1963-03-31 18:00:00,1.9378,83.092,0.29944,29546000.0,D
D,1963-04-01 18:00:00,2.0118,84.023,0.17912,30584000.0,D
D,1963-04-02 18:00:00,2.1593,84.721,0.077025,31481000.0,D
D,1963-04-03 18:00:00,2.2407,84.995,-0.010352,33001000.0,D
D,1963-04-04 18:00:00,2.19,84.867,-0.036517,35077000.0,D
D,1963-04-05 18:00:00,2.094,84.512,-0.076532,37996000.0,D
D,1963-04-06 18:00:00,2.0033,84.654,-0.10006,40385000.0,D
D,1963-04-07 18:00:00,1.9189,85.185,-0.090847,41527000.0,D
D,1963-04-08 18:00:00,1.7272,83.833,-0.021515,43466000.0,D
D,1963-04-09 18:00:00,1.6281,81.082,0.0015559,43076000.0,D
D,1963-04-10 18:00:00,1.551,77.972,0.052547,42472000.0,D
D,1963-04-11 18:00:00,1.4312,74.526,0.16393,41027000.0,D
D,1963-04-12 18:00:00,1.3527,72.509,0.34321,39497000.0,D
D,1963-04-13 18:00:00,1.2543,70.846,0.79384,39402000.0,D
D,1963-04-14 18:00:00,1.2686,71.288,1.111,38266000.0,D
D,1963-04-15 18:00:00,1.2451,70.283,1.3155,37114000.0,D
D,1963-04-16 18:00:00,1.4518,66.707,0.84159,33929000.0,D
D,1963-04-17 18:00:00,1.5933,65.606,0.35539,33304000.0,D
D,1963-04-18 18:00:00,1.7011,65.251,0.36441,34472000.0,D
D,1963-04-19 18:00:00,1.912,67.531,0.41128,37666000.0,D
D,1963-04-20 18:00:00,1.9692,69.264,0.3381,37414000.0,D
D,1963-04-21 18:00:00,1.9991,70.349,0.21648,37149000.0,D
D,1963-04-22 18:00:00,1.9202,70.778,0.17086,37265000.0,D
D,1963-04-23 18:00:00,1.9313,71.403,0.075004,39981000.0,D
D,1963-04-24 18:00:00,1.9691,72.474,0.050947,41059000.0,D
D,1963-04-25 18:00:00,1.8962,73.499,0.095417,42264000.0,D
D,1963-04-26 18:00:00,1.7962,74.39,0.14047,43039000.0,D
D,1963-04-27 18:00:00,1.7248,73.882,0.2689,42714000.0,D
D,1963-04-28 18:00:00,1.6462,72.616,0.34491,42481000.0,D
D,1963-04-29 18:00:00,1.6939,72.534,0.4701,41319000.0,D
D,1963-04-30 18:00:00,1.6728,70.5,0.71045,40983000.0,D
D,1963-05-01 18:00:00,1.8113,69.865,0.86182,39404000.0,D
D,1963-05-02 18:00:00,1.8214,70.212,1.2599,40966000.0,D
D,1963-05-03 18:00:00,1.4059,69.071,2.2391,42432000.0,D
D,1963-05-04 18:00:00,1.1102,74.124,1.503,48443000.0,D
D,1963-05-05 18:00:00,1.0345,76.389,1.0482,53115000.0,D
D,1963-05-06 18:00:00,1.1057,76.203,0.78338,51361000.0,D
D,1963-05-07 18:00:00,1.1984,81.748,0.38605,54049000.0,D
D,1963-05-08 18:00:00,1.2954,71.503,0.65333,59953000.0,D
D,1963-05-09 18:00:00,1.2595,66.336,1.0415,60690000.0,D
D,1963-05-10 18:00:00,1.2508,68.131,0.75608,68097000.0,D
D,1963-05-11 18:00:00,1.1454,72.17,0.52546,64333000.0,D
D,1963-05-12 18:00:00,1.1894,77.107,0.24168,64681000.0,D
D,1963-05-13 18:00:00,1.1366,84.691,0.035773,60966000.0,D
D,1963-05-14 18:00:00,1.1538,79.464,0.071721,64519000.0,D
D,1963-05-15 18:00:00,1.0971,72.375,0.23214,63065000.0,D
D,1963-05-16 18:00:00,1.0569,77.015,0.064126,67163000.0,D
D,1963-05-17 18:00:00,1.0146,76.289,0.000965,67625000.0,D
D,1963-05-18 18:00:00,1.0517,75.231,0.021744,67474000.0,D
D,1963-05-19 18:00:00,1.018,78.287,-0.10213,63620000.0,D
D,1963-05-20 18:00:00,1.0283,83.682,-0.17826,60062000.0,D
D,1963-05-21 18:00:00,1.0595,85.931,-0.22155,57732000.0,D
D,1963-05-22 18:00:00,1.0338,81.896,-0.22323,61711000.0,D
D,1963-05-23 18:00:00,1.0723,86.17,-0.25043,69794000.0,D
D,1963-05-24 18:00:00,1.0348,81.293,-0.13697,106240000.0,D
D,1963-05-25 18:00:00,1.0238,87.666,-0.061832,161080000.0,D
D,1963-05-26 18:00:00,1.027,75.565,-0.018229,103520000.0,D
D,1963-05-27 18:00:00,1.0344,78.977,-0.13155,105370000.0,D
D,1963-05-28 18:00:00,1.0721,83.408,-0.20088,108250000.0,D
D,1963-05-29 18:00:00,1.029,89.653,-0.06894,162090000.0,D
D,1963-05-30 18:00:00,1.1218,87.172,-0.21519,109750000.0,D
D,1963-05-31 18:00:00,1.0788,87.929,-0.22181,112720000.0,D
D,1963-06-01 18:00:00,1.0512,85.116,-0.20932,110830000.0,D
D,1963-06-02 18:00:00,1.0543,84.943,-0.20631,110230000.0,D
D,1963-06-03 18:00:00,1.0834,85.084,-0.20947,108680000.0,D
D,1963-06-04 18:00:00,1.0494,85.784,-0.22721,108240000.0,D
D,1963-06-05 18:00:00,1.0542,87.537,-0.24429,109380000.0,D
D,1963-06-06 18:00:00,1.0513,86.896,-0.2419,107610000.0,D
D,1963-06-07 18:00:00,1.0354,87.071,-0.23767,105690000.0,D
D,1963-06-08 18:00:00,1.013,84.85,-0.21959,103460000.0,D
D,1963-06-09 18:00:00,1.0638,82.32,-0.1931,106380000.0,D
D,1963-06-10 18:00:00,1.0261,82.687,-0.20253,105800000.0,D
D,1963-06-11 18:00:00,1.0024,88.775,-0.093752,159980000.0,D
D,1963-06-12 18:00:00,1.0278,86.053,-0.24175,101840000.0,D
D,1963-06-13 18:00:00,1.0124,80.43,-0.17472,97075000.0,D
D,1963-06-14 18:00:00,1.0364,78.187,-0.12764,93135000.0,D
D,1963-06-15 18:00:00,1.0136,86.838,-0.085109,161140000.0,D
D,1963-06-16 18:00:00,1.0132,87.858,-0.098342,161640000.0,D
D,1963-06-17 18:00:00,1.0385,87.405,-0.25371,98901000.0,D
D,1963-06-18 18:00:00,1.0038,88.666,-0.10059,160760000.0,D
D,1963-06-19 18:00:00,1.0096,88.217,-0.10159,160620000.0,D
D,1963-06-20 18:00:00,1.0055,88.57,-0.10567,161140000.0,D
D,1963-06-21 18:00:00,1.0229,87.254,-0.25877,95411000.0,D
D,1963-06-22 18:00:00,1.0375,87.046,-0.24999,96569000.0,D
D,1963-06-23 18:00:00,1.0169,82.326,-0.19838,94432000.0,D
D,1963-06-24 18:00:00,1.0255,79.366,-0.15426,92416000.0,D
D,1963-06-25 18:00:00,1.0098,81.527,-0.19947,91944000.0,D
D,1963-06-26 18:00:00,1.029,83.113,-0.22311,94487000.0,D
D,1963-06-27 18:00:00,1.043,88.08,-0.26062,94281000.0,D
D,1963-06-28 18:00:00,1.0075,88.422,-0.11811,160550000.0,D
D,1963-06-29 18:00:00,1.0066,87.732,-0.11348,160370000.0,D
D,1963-06-30 18:00:00,1.0118,87.74,-0.11304,160120000.0,D
D,1963-07-01 18:00:00,1.0088,87.923,-0.11371,160150000.0,D
D,1963-07-02 18:00:00,1.0202,86.31,-0.25517,90064000.0,D
D,1963-07-03 18:00:00,1.0075,89.688,-0.11738,161800000.0,D
D,1963-07-04 18:00:00,1.0331,87.173,-0.26613,88453000.0,D
D,1963-07-05 18:00:00,1.0254,87.026,-0.26412,88973000.0,D
D,1963-07-06 18:00:00,1.0155,88.303,-0.2667,88115000.0,D
D,1963-07-07 18:00:00,1.0035,86.789,-0.25435,89547000.0,D
D,1963-07-08 18:00:00,1.0116,88.281,-0.12087,159500000.0,D
D,1963-07-09 18:00:00,1.0266,86.297,-0.25237,88905000.0,D
D,1963-07-10 18:00:00,1.0201,87.913,-0.26201,87958000.0,D
D,1963-07-11 18:00:00,1.0346,87.112,-0.2617,87150000.0,D
D,1963-07-12 18:00:00,1.0458,86.99,-0.2641,85862000.0,D
D,1963-07-13 18:00:00,1.027,86.403,-0.25871,85697000.0,D
D,1963-07-14 18:00:00,1.02,86.908,-0.26286,85171000.0,D
D,1963-07-15 18:00:00,1.0088,87.497,-0.26772,84660000.0,D
D,1963-07-16 18:00:00,1.0033,85.292,-0.25454,85095000.0,D
D,1963-07-17 18:00:00,1.0186,82.275,-0.2279,84665000.0,D
D,1963-07-18 18:00:00,1.0026,87.655,-0.12155,160040000.0,D
D,1963-07-19 18:00:00,1.0231,83.716,-0.24181,85816000.0,D
D,1963-07-20 18:00:00,1.0096,88.441,-0.12739,160320000.0,D
D,1963-07-21 18:00:00,1.0081,88.768,-0.1251,160270000.0,D
D,1963-07-22 18:00:00,1.0224,89.707,-0.27494,84613000.0,D
D,1963-07-23 18:00:00,1.0069,89.08,-0.12597,160610000.0,D
D,1963-07-24 18:00:00,1.0179,87.252,-0.2686,84410000.0,D
D,1963-07-25 18:00:00,1.0252,84.821,-0.25424,84413000.0,D
D,1963-07-26 18:00:00,1.0155,88.577,-0.12639,160600000.0,D
D,1963-07-27 18:00:00,1.0067,88.097,-0.12169,161050000.0,D
D,1963-07-28 18:00:00,1.0084,89.267,-0.12171,161320000.0,D
D,1963-07-29 18:00:00,1.0141,89.649,-0.12476,161010000.0,D
D,1963-07-30 18:00:00,1.0021,87.864,-0.2739,80993000.0,D
D,1963-07-31 18:00:00,1.0382,83.879,-0.24977,82934000.0,D
D,1963-08-01 18:00:00,1.0302,84.225,-0.25057,82203000.0,D
D,1963-08-02 18:00:00,1.0103,85.75,-0.26324,80331000.0,D
D,1963-08-03 18:00:00,1.0203,86.72,-0.27018,79289000.0,D
D,1963-08-04 18:00:00,1.0453,86.654,-0.27424,77420000.0,D
D,1963-08-05 18:00:00,1.0095,89.58,-0.12865,161400000.0,D
D,1963-08-06 18:00:00,1.0061,88.554,-0.12488,161120000.0,D
D,1963-08-07 18:00:00,1.0051,87.581,-0.2756,76044000.0,D
D,1963-08-08 18:00:00,1.0217,87.182,-0.27601,73826000.0,D
D,1963-08-09 18:00:00,1.0052,89.847,-0.13517,161540000.0,D
D,1963-08-10 18:00:00,1.0108,88.335,-0.13355,160950000.0,D
D,1963-08-11 18:00:00,1.0363,83.848,-0.2578,75005000.0,D
D,1963-08-12 18:00:00,1.0411,83.655,-0.25649,73144000.0,D
D,1963-08-13 18:00:00,1.0083,84.732,-0.26535,71855000.0,D
D,1963-08-14 18:00:00,1.0091,86.59,-0.27849,69404000.0,D
D,1963-08-15 18:00:00,1.0348,85.513,-0.27663,67642000.0,D
D,1963-08-16 18:00:00,1.0141,86.133,-0.28057,66414000.0,D
D,1963-08-17 18:00:00,1.0068,88.408,-0.12865,159260000.0,D
D,1963-08-18 18:00:00,1.0151,87.4,-0.12593,158720000.0,D
D,1963-08-19 18:00:00,1.0299,85.248,-0.2724,63820000.0,D
D,1963-08-20 18:00:00,1.0167,87.394,-0.12071,160510000.0,D
D,1963-08-21 18:00:00,1.017,84.844,-0.27423,59382000.0,D
D,1963-08-22 18:00:00,1.0068,83.056,-0.26345,58044000.0,D
D,1963-08-23 18:00:00,1.0137,84.097,-0.20566,121290000.0,D
D,1963-08-24 18:00:00,1.0077,85.811,-0.21861,115620000.0,D
D,1963-08-25 18:00:00,1.0168,88.172,-0.2321,116260000.0,D
D,1963-08-26 18:00:00,1.0399,83.952,-0.1891,112790000.0,D
D,1963-08-27 18:00:00,1.0432,83.528,-0.1695,110010000.0,D
D,1963-08-28 18:00:00,1.0185,84.54,-0.16882,103170000.0,D
D,1963-08-29 18:00:00,1.0227,87.201,-0.17784,100490000.0,D
D,1963-08-30 18:00:00,1.0535,87.294,-0.16969,101400000.0,D
D,1963-08-31 18:00:00,1.074,87.129,-0.16775,104590000.0,D
D,1963-09-01 18:00:00,1.0189,83.966,-0.10466,109480000.0,D
D,1963-09-02 18:00:00,1.0433,82.629,-0.037701,103910000.0,D
D,1963-09-03 18:00:00,1.0576,78.009,0.14674,102910000.0,D
D,1963-09-04 18:00:00,1.0515,78.028,0.16523,105140000.0,D
D,1963-09-05 18:00:00,1.0433,82.459,0.028464,101560000.0,D
D,1963-09-06 18:00:00,1.101,87.836,0.051896,94371000.0,D
D,1963-09-07 18:00:00,1.1607,83.973,0.13169,85098000.0,D
D,1963-09-08 18:00:00,1.0976,77.677,0.45152,77428000.0,D
D,1963-09-09 18:00:00,1.0863,75.153,0.71948,72001000.0,D
D,1963-09-10 18:00:00,1.0781,80.349,0.65659,77142000.0,D
D,1963-09-11 18:00:00,1.1972,88.88,0.75536,78691000.0,D
D,1963-09-12 18:00:00,1.1789,86.278,1.2278,71963000.0,D
D,1963-09-13 18:00:00,1.2555,82.134,1.8619,64983000.0,D
D,1963-09-14 18:00:00,1.4206,79.077,2.4254,56471000.0,D
D,1963-09-15 18:00:00,1.2638,78.691,2.5162,58080000.0,D
D,1963-09-16 18:00:00,1.4664,76.977,4.8999,40488000.0,D
D,1963-09-17 18:00:00,1.3962,76.464,4.9496,38193000.0,D
D,1963-09-18 18:00:00,1.3478,78.098,0.66114,36059000.0,D
D,1963-09-19 18:00:00,1.604,81.429,0.52863,33177000.0,D
D,1963-09-20 18:00:00,1.9577,87.579,0.15129,28528000.0,D
D,1963-09-21 18:00:00,1.9109,88.711,0.13818,28852000.0,D
D,1963-09-22 18:00:00,1.77,86.24,0.21242,26368000.0,D
D,1963-09-23 18:00:00,1.5849,83.874,0.24882,24942000.0,D
D,1963-09-24 18:00:00,1.5881,82.467,0.24221,23631000.0,D
D,1963-09-25 18:00:00,1.4751,82.344,0.2649,24823000.0,D
D,1963-09-26 18:00:00,1.4666,83.538,0.25974,25933000.0,D
D,1963-09-27 18:00:00,1.4872,85.745,0.2363,26260000.0,D
D,1963-09-28 18:00:00,1.6526,87.395,0.24214,25922000.0,D
D,1963-09-29 18:00:00,1.7221,86.955,0.28304,25472000.0,D
D,1963-09-30 18:00:00,1.677,86.054,0.28401,24809000.0,D
D,1963-10-01 18:00:00,1.5158,84.759,0.26661,26158000.0,D
D,1963-10-02 18:00:00,1.519,85.701,0.25583,26109000.0,D
D,1963-10-03 18:00:00,1.3598,85.132,0.21313,26557000.0,D
D,1963-10-04 18:00:00,1.1856,85.453,0.19042,24964000.0,D
D,1963-10-05 18:00:00,1.1857,86.733,0.18958,24387000.0,D
D,1963-10-06 18:00:00,1.2845,86.665,0.19957,24717000.0,D
D,1963-10-07 18:00:00,1.414,86.856,0.23139,24326000.0,D
D,1963-10-08 18:00:00,1.438,86.555,0.26184,23675000.0,D
D,1963-10-09 18:00:00,1.3902,87.154,0.26316,23906000.0,D
D,1963-10-10 18:00:00,1.3807,88.424,0.24218,24240000.0,D
D,1963-10-11 18:00:00,1.3346,89.063,0.23153,24083000.0,D
D,1963-10-12 18:00:00,1.3254,88.508,0.21593,24299000.0,D
D,1963-10-13 18:00:00,1.3064,87.333,0.20198,23739000.0,D
D,1963-10-14 18:00:00,1.3471,86.663,0.18998,23871000.0,D
D,1963-10-15 18:00:00,1.3376,85.644,0.19475,23812000.0,D
D,1963-10-16 18:00:00,1.2626,84.828,0.20479,24882000.0,D
D,1963-10-17 18:00:00,1.1257,84.246,0.2075,25739000.0,D
D,1963-10-18 18:00:00,1.079,84.149,0.22663,24644000.0,D
D,1963-10-19 18:00:00,1.089,84.192,0.2398,24739000.0,D
D,1963-10-20 18:00:00,1.0804,83.264,0.24274,25539000.0,D
D,1963-10-21 18:00:00,1.0984,81.743,0.22338,27363000.0,D
D,1963-10-22 18:00:00,1.1988,80.244,0.21385,27400000.0,D
D,1963-10-23 18:00:00,1.2859,79.773,0.21243,27884000.0,D
D,1963-10-24 18:00:00,1.3499,79.596,0.20868,26965000.0,D
D,1963-10-25 18:00:00,1.3671,80.559,0.2066,26031000.0,D
D,1963-10-26 18:00:00,1.2953,81.934,0.21232,25004000.0,D
D,1963-10-27 18:00:00,1.1265,83.722,0.20384,23685000.0,D
D,1963-10-28 18:00:00,1.0637,84.601,0.19443,22645000.0,D
D,1963-10-29 18:00:00,1.1781,84.951,0.18962,24477000.0,D
D,1963-10-30 18:00:00,1.3389,84.016,0.18204,23764000.0,D
D,1963-10-31 18:00:00,1.3962,82.519,0.18307,22702000.0,D
D,1963-11-01 18:00:00,1.3514,79.999,0.19668,22759000.0,D
D,1963-11-02 18:00:00,1.2178,77.94,0.21084,23669000.0,D
D,1963-11-03 18:00:00,1.1735,76.754,0.19921,24052000.0,D
D,1963-11-04 18:00:00,1.1789,75.912,0.20024,24544000.0,D
D,1963-11-05 18:00:00,1.1204,75.038,0.20554,25425000.0,D
D,1963-11-06 18:00:00,1.0664,75.123,0.2035,25350000.0,D
D,1963-11-07 18:00:00,1.0822,76.09,0.20524,26041000.0,D
D,1963-11-08 18:00:00,1.1126,76.849,0.20202,26046000.0,D
D,1963-11-09 18:00:00,1.1363,77.39,0.19917,25604000.0,D
D,1963-11-10 18:00:00,1.2153,77.923,0.20275,24836000.0,D
D,1963-11-11 18:00:00,1.3152,78.852,0.20621,24875000.0,D
D,1963-11-12 18:00:00,1.3265,80.234,0.20134,24793000.0,D
D,1963-11-13 18:00:00,1.3432,80.848,0.18738,25249000.0,D
D,1963-11-14 18:00:00,1.3126,80.426,0.19481,25649000.0,D
D,1963-11-15 18:00:00,1.2929,79.961,0.18826,25544000.0,D
D,1963-11-16 18:00:00,1.2788,79.379,0.18316,26233000.0,D
D,1963-11-17 18:00:00,1.3407,79.134,0.18332,26454000.0,D
D,1963-11-18 18:00:00,1.3556,79.07,0.19083,25644000.0,D
D,1963-11-19 18:00:00,1.3615,79.592,0.17639,26022000.0,D
D,1963-11-20 18:00:00,1.3713,80.193,0.17432,25815000.0,D
D,1963-11-21 18:00:00,1.3506,80.429,0.17423,25828000.0,D
D,1963-11-22 18:00:00,1.3235,81.408,0.16485,25090000.0,D
D,1963-11-23 18:00:00,1.2549,82.408,0.16628,25093000.0,D
D,1963-11-24 18:00:00,1.2195,83.27,0.17129,24971000.0,D
D,1963-11-25 18:00:00,1.1312,84.268,0.17069,25504000.0,D
D,1963-11-26 18:00:00,1.0722,84.851,0.16585,26222000.0,D
D,1963-11-27 18:00:00,1.1683,86.028,0.16218,26126000.0,D
D,1963-11-28 18:00:00,1.2498,86.53,0.17783,26187000.0,D
D,1963-11-29 18:00:00,1.2585,86.082,0.18904,25538000.0,D
D,1963-11-30 18:00:00,1.2747,84.489,0.17494,24239000.0,D
D,1963-12-01 18:00:00,1.2637,82.613,0.17281,25201000.0,D
D,1963-12-02 18:00:00,1.2041,80.889,0.16869,25985000.0,D
D,1963-12-03 18:00:00,1.0672,79.364,0.17921,27382000.0,D
D,1963-12-04 18:00:00,1.0383,78.042,0.18277,28863000.0,D
D,1963-12-05 18:00:00,1.0801,77.132,0.18653,27563000.0,D
D,1963-12-06 18:00:00,1.1154,76.835,0.18703,26423000.0,D
D,1963-12-07 18:00:00,1.143,77.653,0.1816,25884000.0,D
D,1963-12-08 18:00:00,1.1181,79.617,0.19134,25099000.0,D
D,1963-12-09 18:00:00,1.2348,81.731,0.20088,25525000.0,D
D,1963-12-10 18:00:00,1.4098,83.76,0.23667,25282000.0,D
D,1963-12-11 18:00:00,1.6732,85.96,0.25038,27281000.0,D
D,1963-12-12 18:00:00,1.906,86.931,0.21222,28555000.0,D
D,1963-12-13 18:00:00,1.854,86.187,0.23021,29052000.0,D
D,1963-12-14 18:00:00,1.6633,84.622,0.2224,29033000.0,D
D,1963-12-15 18:00:00,1.5257,82.588,0.13772,29538000.0,D
D,1963-12-16 18:00:00,1.5059,81.01,0.1173,31108000.0,D
D,1963-12-17 18:00:00,1.5741,79.817,0.10886,31075000.0,D
D,1963-12-18 18:00:00,1.6507,79.448,0.098141,31280000.0,D
D,1963-12-19 18:00:00,1.5691,79.256,0.11482,31480000.0,D
D,1963-12-20 18:00:00,1.4935,79.18,0.13097,31473000.0,D
D,1963-12-21 18:00:00,1.3731,79.757,0.14356,30394000.0,D
D,1963-12-22 18:00:00,1.286,80.654,0.14084,29122000.0,D
D,1963-12-23 18:00:00,1.1815,81.402,0.14304,29197000.0,D
D,1963-12-24 18:00:00,1.1372,81.428,0.14732,28724000.0,D
D,1963-12-25 18:00:00,1.1706,81.071,0.15346,28338000.0,D
D,1963-12-26 18:00:00,1.2363,81.549,0.15159,29284000.0,D
D,1963-12-27 18:00:00,1.3335,82.455,0.14559,29403000.0,D
D,1963-12-28 18:00:00,1.5022,83.187,0.13151,28736000.0,D
D,1963-12-29 18:00:00,1.5859,83.852,0.12811,27957000.0,D
D,1963-12-30 18:00:00,1.548,84.141,0.13873,28252000.0,D
D,1963-12-31 18:00:00,1.4809,83.494,0.13145,28024000.0,D
D,1964-01-01 18:00:00,1.4755,82.625,0.13258,27171000.0,D
D,1964-01-02 18:00:00,1.504,82.34,0.12368,27976000.0,D
D,1964-01-03 18:00:00,1.3496,82.218,0.13841,29089000.0,D
D,1964-01-04 18:00:00,1.2738,81.148,0.15598,28306000.0,D
D,1964-01-05 18:00:00,1.1769,78.82,0.16517,28120000.0,D
D,1964-01-06 18:00:00,1.053,77.214,0.1662,27951000.0,D
D,1964-01-07 18:00:00,1.1181,77.505,0.16926,28173000.0,D
D,1964-01-08 18:00:00,1.2979,78.949,0.16186,24280000.0,D
D,1964-01-09 18:00:00,1.5274,80.536,0.1639,23126000.0,D
D,1964-01-10 18:00:00,2.0186,82.776,0.18569,23998000.0,D
