D,string,ar,latcent,kurtosis,area,form
D,1965-03-20 18:00:00,3.649,87.895,0.030777,24126000.0,S
D,1965-03-21 18:00:00,3.4568,88.354,0.16261,22732000.0,S
D,1965-03-22 18:00:00,2.735,83.788,1.3427,22021000.0,S
D,1965-03-23 18:00:00,2.2364,81.317,2.8483,19333000.0,D
D,1965-03-24 18:00:00,1.3024,78.279,3.7131,15234000.0,D
D,1965-03-25 18:00:00,1.4373,80.475,0.18731,13677000.0,D
D,1965-03-26 18:00:00,1.3715,79.371,0.17052,13488000.0,D
D,1965-03-27 18:00:00,1.2966,75.122,0.15703,14857000.0,D
D,1965-03-28 18:00:00,1.1176,70.569,0.18183,20489000.0,D
D,1965-03-29 18:00:00,1.0423,68.05,0.21304,24209000.0,D
D,1965-03-30 18:00:00,1.0799,66.598,0.66005,31715000.0,D
D,1965-03-31 18:00:00,1.2159,65.822,1.9865,35064000.0,D
D,1965-04-01 18:00:00,1.2107,66.276,0.30986,27022000.0,D
D,1965-04-02 18:00:00,1.2455,68.27,0.26824,21100000.0,D
D,1965-04-03 18:00:00,1.2406,71.115,0.18433,17787000.0,D
D,1965-04-04 18:00:00,1.2004,72.416,0.1777,17217000.0,D
D,1965-04-05 18:00:00,1.3759,74.302,0.16197,13928000.0,D
D,1965-04-06 18:00:00,1.5081,76.69,0.17064,13312000.0,D
D,1965-04-07 18:00:00,1.5146,77.547,0.16547,12274000.0,D
D,1965-04-08 18:00:00,1.6873,77.388,0.1662,12072000.0,D
D,1965-04-09 18:00:00,2.0326,77.244,0.10505,11874000.0,D
D,1965-04-10 18:00:00,2.1021,79.05,0.13895,11434000.0,D
D,1965-04-11 18:00:00,2.0023,81.684,0.18635,11094000.0,D
D,1965-04-12 18:00:00,2.0434,82.937,0.1698,11208000.0,D
D,1965-04-13 18:00:00,1.934,82.225,0.18592,10970000.0,D
D,1965-04-14 18:00:00,1.7486,80.351,0.16267,11575000.0,D
D,1965-04-15 18:00:00,1.4255,77.906,0.19635,13166000.0,D
D,1965-04-16 18:00:00,1.1375,75.517,0.22128,13956000.0,D
D,1965-04-17 18:00:00,1.0697,71.146,2.3712,29594000.0,D
D,1965-04-18 18:00:00,1.1238,66.813,4.863,34475000.0,D
D,1965-04-19 18:00:00,1.1546,65.117,6.9331,43802000.0,D
D,1965-04-20 18:00:00,1.0482,64.65,10.235,31732000.0,D
D,1965-04-21 18:00:00,1.1876,61.294,9.5693,29600000.0,D
D,1965-04-22 18:00:00,1.5521,60.207,6.1891,30992000.0,D
D,1965-04-23 18:00:00,1.4869,60.313,5.4508,33259000.0,D
D,1965-04-24 18:00:00,1.4231,62.21,4.7534,34783000.0,D
D,1965-04-25 18:00:00,1.6452,65.515,4.3486,32885000.0,D
D,1965-04-26 18:00:00,1.1945,65.358,5.3054,33142000.0,D
D,1965-04-27 18:00:00,1.6261,63.244,5.0935,31376000.0,D
D,1965-04-28 18:00:00,1.4157,60.942,6.0616,29938000.0,D
D,1965-04-29 18:00:00,1.3453,63.887,3.6287,34874000.0,D
D,1965-04-30 18:00:00,1.2331,68.024,2.3748,40087000.0,D
D,1965-05-01 18:00:00,1.3253,68.694,1.9575,41834000.0,D
D,1965-05-02 18:00:00,1.3557,69.535,1.431,48106000.0,D
D,1965-05-03 18:00:00,1.1803,68.873,2.0008,45446000.0,D
D,1965-05-04 18:00:00,1.0258,87.086,-0.025072,140460000.0,D
D,1965-05-05 18:00:00,1.1529,84.168,-0.023274,100980000.0,D
D,1965-05-06 18:00:00,1.0526,82.377,-0.024941,100960000.0,D
D,1965-05-07 18:00:00,1.1311,77.323,0.17056,63923000.0,D
D,1965-05-08 18:00:00,1.0655,87.418,-0.045591,102690000.0,D
D,1965-05-09 18:00:00,1.0871,79.035,0.0098647,105190000.0,D
D,1965-05-10 18:00:00,1.0546,75.107,0.028959,101100000.0,D
D,1965-05-11 18:00:00,1.0092,88.544,-0.056203,161310000.0,D
D,1965-05-12 18:00:00,1.0223,89.763,-0.065322,160380000.0,D
D,1965-05-13 18:00:00,1.1105,87.152,-0.17678,103470000.0,D
D,1965-05-14 18:00:00,1.0218,85.249,-0.16809,105230000.0,D
D,1965-05-15 18:00:00,1.0213,76.265,-0.015956,99018000.0,D
D,1965-05-16 18:00:00,1.1315,74.476,0.047035,84735000.0,D
D,1965-05-17 18:00:00,1.0298,85.867,-0.06605,158520000.0,D
D,1965-05-18 18:00:00,1.1018,74.409,-0.0078375,85035000.0,D
D,1965-05-19 18:00:00,1.0428,80.755,-0.15649,93363000.0,D
D,1965-05-20 18:00:00,1.0876,84.38,-0.20342,94471000.0,D
D,1965-05-21 18:00:00,1.0465,83.825,-0.19513,96331000.0,D
D,1965-05-22 18:00:00,1.0316,86.731,-0.22664,95050000.0,D
D,1965-05-23 18:00:00,1.0492,86.332,-0.22776,95384000.0,D
D,1965-05-24 18:00:00,1.0672,87.226,-0.23255,95801000.0,D
D,1965-05-25 18:00:00,1.0609,83.352,-0.20711,95215000.0,D
D,1965-05-26 18:00:00,1.0878,80.877,-0.17168,98246000.0,D
D,1965-05-27 18:00:00,1.0425,79.433,-0.13487,100460000.0,D
D,1965-05-28 18:00:00,1.0407,80.648,-0.15203,100760000.0,D
D,1965-05-29 18:00:00,1.031,81.354,-0.17276,99920000.0,D
D,1965-05-30 18:00:00,1.02,85.56,-0.22836,98264000.0,D
D,1965-05-31 18:00:00,1.0337,87.554,-0.24462,96413000.0,D
D,1965-06-01 18:00:00,1.0517,83.43,-0.20441,93858000.0,D
D,1965-06-02 18:00:00,1.0095,86.693,-0.088748,161410000.0,D
D,1965-06-03 18:00:00,1.0125,78.175,-0.099931,88372000.0,D
D,1965-06-04 18:00:00,1.0164,78.78,-0.12481,87465000.0,D
D,1965-06-05 18:00:00,1.0161,81.906,-0.18247,90138000.0,D
D,1965-06-06 18:00:00,1.0245,83.965,-0.21701,93585000.0,D
D,1965-06-07 18:00:00,1.0359,84.714,-0.23277,94915000.0,D
D,1965-06-08 18:00:00,1.0125,89.202,-0.10449,161580000.0,D
D,1965-06-09 18:00:00,1.03,86.34,-0.24843,95396000.0,D
D,1965-06-10 18:00:00,1.0555,86.945,-0.25435,93468000.0,D
D,1965-06-11 18:00:00,1.0293,86.556,-0.24879,93504000.0,D
D,1965-06-12 18:00:00,1.0235,84.414,-0.23068,91624000.0,D
D,1965-06-13 18:00:00,1.0329,81.959,-0.20598,89805000.0,D
D,1965-06-14 18:00:00,1.0438,81.821,-0.20307,90747000.0,D
D,1965-06-15 18:00:00,1.0232,85.596,-0.24277,92534000.0,D
D,1965-06-16 18:00:00,1.0048,89.374,-0.10669,161470000.0,D
D,1965-06-17 18:00:00,1.0115,89.821,-0.11264,160940000.0,D
D,1965-06-18 18:00:00,1.015,89.194,-0.11351,161260000.0,D
D,1965-06-19 18:00:00,1.0457,84.375,-0.24205,87418000.0,D
D,1965-06-20 18:00:00,1.0106,88.081,-0.10836,161810000.0,D
D,1965-06-21 18:00:00,1.0076,88.594,-0.11281,162080000.0,D
D,1965-06-22 18:00:00,1.0089,88.952,-0.11868,161730000.0,D
D,1965-06-23 18:00:00,1.0367,85.049,-0.24568,86912000.0,D
D,1965-06-24 18:00:00,1.0028,86.575,-0.25628,87395000.0,D
D,1965-06-25 18:00:00,1.0157,87.54,-0.25964,88179000.0,D
D,1965-06-26 18:00:00,1.024,88.08,-0.26294,88278000.0,D
D,1965-06-27 18:00:00,1.0127,87.718,-0.26431,86444000.0,D
D,1965-06-28 18:00:00,1.0256,88.385,-0.26716,87051000.0,D
D,1965-06-29 18:00:00,1.0162,88.209,-0.26783,86590000.0,D
D,1965-06-30 18:00:00,1.0135,89.216,-0.1186,161190000.0,D
D,1965-07-01 18:00:00,1.0122,88.539,-0.11766,161660000.0,D
D,1965-07-02 18:00:00,1.0083,88.294,-0.1178,162070000.0,D
D,1965-07-03 18:00:00,1.0241,86.413,-0.2575,86110000.0,D
D,1965-07-04 18:00:00,1.0111,89.69,-0.12133,161870000.0,D
D,1965-07-05 18:00:00,1.0092,89.476,-0.12538,161720000.0,D
D,1965-07-06 18:00:00,1.0027,89.412,-0.13208,161400000.0,D
D,1965-07-07 18:00:00,1.0087,89.407,-0.13471,161170000.0,D
D,1965-07-08 18:00:00,1.0045,89.357,-0.13515,160940000.0,D
D,1965-07-09 18:00:00,1.0016,89.64,-0.134,160770000.0,D
D,1965-07-10 18:00:00,1.0332,88.118,-0.2676,86194000.0,D
D,1965-07-11 18:00:00,1.0282,86.877,-0.26502,83410000.0,D
D,1965-07-12 18:00:00,1.0078,87.003,-0.26547,83701000.0,D
D,1965-07-13 18:00:00,1.001,89.113,-0.1336,160980000.0,D
D,1965-07-14 18:00:00,1.0069,89.051,-0.13925,160900000.0,D
D,1965-07-15 18:00:00,1.0034,88.723,-0.13895,161650000.0,D
D,1965-07-16 18:00:00,1.015,85.875,-0.25415,83172000.0,D
D,1965-07-17 18:00:00,1.0273,86.953,-0.26257,81001000.0,D
D,1965-07-18 18:00:00,1.0127,88.159,-0.13808,159870000.0,D
D,1965-07-19 18:00:00,1.0077,88.972,-0.27462,79703000.0,D
D,1965-07-20 18:00:00,1.0034,89.163,-0.13966,162050000.0,D
D,1965-07-21 18:00:00,1.0072,87.007,-0.26884,80434000.0,D
D,1965-07-22 18:00:00,1.0086,89.205,-0.13817,159390000.0,D
D,1965-07-23 18:00:00,1.006,89.271,-0.13821,159680000.0,D
D,1965-07-24 18:00:00,1.0051,88.954,-0.13797,160040000.0,D
D,1965-07-25 18:00:00,1.0014,88.129,-0.1405,159760000.0,D
D,1965-07-26 18:00:00,1.0154,82.588,-0.23005,76648000.0,D
D,1965-07-27 18:00:00,1.0202,82.959,-0.23656,76638000.0,D
D,1965-07-28 18:00:00,1.0311,85.261,-0.2615,76854000.0,D
D,1965-07-29 18:00:00,1.0211,89.232,-0.27828,76752000.0,D
D,1965-07-30 18:00:00,1.0076,89.414,-0.14496,161720000.0,D
D,1965-07-31 18:00:00,1.0073,88.289,-0.27926,74197000.0,D
D,1965-08-01 18:00:00,1.0104,89.505,-0.28148,74022000.0,D
D,1965-08-02 18:00:00,1.0059,88.727,-0.27981,75221000.0,D
D,1965-08-03 18:00:00,1.0317,89.25,-0.27961,75920000.0,D
D,1965-08-04 18:00:00,1.0082,87.873,-0.13685,161290000.0,D
D,1965-08-05 18:00:00,1.0218,84.4,-0.24909,76579000.0,D
D,1965-08-06 18:00:00,1.0346,85.684,-0.25988,77325000.0,D
D,1965-08-07 18:00:00,1.0025,88.217,-0.12926,160620000.0,D
D,1965-08-08 18:00:00,1.0109,89.041,-0.12824,160160000.0,D
D,1965-08-09 18:00:00,1.0105,88.972,-0.28295,72223000.0,D
D,1965-08-10 18:00:00,1.0057,87.468,-0.27925,71837000.0,D
D,1965-08-11 18:00:00,1.0033,89.275,-0.13204,161900000.0,D
D,1965-08-12 18:00:00,1.0089,86.732,-0.27692,69194000.0,D
D,1965-08-13 18:00:00,1.022,86.729,-0.27658,69794000.0,D
D,1965-08-14 18:00:00,1.0135,85.453,-0.26697,69413000.0,D
D,1965-08-15 18:00:00,1.0182,82.121,-0.23802,66791000.0,D
D,1965-08-16 18:00:00,1.0099,87.188,-0.10868,160760000.0,D
D,1965-08-17 18:00:00,1.0194,85.426,-0.27555,61974000.0,D
D,1965-08-18 18:00:00,1.0048,84.681,-0.27248,60939000.0,D
D,1965-08-19 18:00:00,1.0169,83.216,-0.26129,59038000.0,D
D,1965-08-20 18:00:00,1.0334,83.786,-0.27003,56168000.0,D
D,1965-08-21 18:00:00,1.0253,81.819,-0.15679,117970000.0,D
D,1965-08-22 18:00:00,1.0135,83.083,-0.17011,119910000.0,D
D,1965-08-23 18:00:00,1.0448,84.925,-0.19793,124680000.0,D
D,1965-08-24 18:00:00,1.0357,86.468,-0.21942,123860000.0,D
D,1965-08-25 18:00:00,1.0439,86.243,-0.23249,113760000.0,D
D,1965-08-26 18:00:00,1.0322,83.941,-0.20904,119100000.0,D
D,1965-08-27 18:00:00,1.063,83.903,-0.20086,116200000.0,D
D,1965-08-28 18:00:00,1.0593,85.97,-0.21746,119950000.0,D
D,1965-08-29 18:00:00,1.0688,86.666,-0.22329,110400000.0,D
D,1965-08-30 18:00:00,1.0473,89.337,-0.2144,123640000.0,D
D,1965-08-31 18:00:00,1.0424,84.514,-0.18078,114000000.0,D
D,1965-09-01 18:00:00,1.0311,84.115,-0.13374,113680000.0,D
D,1965-09-02 18:00:00,1.0644,85.616,-0.16145,101370000.0,D
D,1965-09-03 18:00:00,1.1106,82.786,-0.1172,100040000.0,D
D,1965-09-04 18:00:00,1.1141,86.17,-0.11957,98555000.0,D
D,1965-09-05 18:00:00,1.0567,87.662,-0.097084,102710000.0,D
D,1965-09-06 18:00:00,1.1046,88.473,-0.11147,95575000.0,D
D,1965-09-07 18:00:00,1.0467,88.75,-0.063479,92837000.0,D
D,1965-09-08 18:00:00,1.0156,85.203,-0.011978,87070000.0,D
D,1965-09-09 18:00:00,1.0491,83.885,0.079766,76354000.0,D
D,1965-09-10 18:00:00,1.0274,82.581,0.14325,78817000.0,D
D,1965-09-11 18:00:00,1.0229,84.382,0.18147,74192000.0,D
D,1965-09-12 18:00:00,1.0396,86.582,0.25359,67417000.0,D
D,1965-09-13 18:00:00,1.0595,88.147,0.42553,53640000.0,D
D,1965-09-14 18:00:00,1.1371,84.344,0.93335,48642000.0,D
D,1965-09-15 18:00:00,1.0077,86.11,1.3213,44149000.0,D
D,1965-09-16 18:00:00,1.1569,88.232,1.8397,40346000.0,D
D,1965-09-17 18:00:00,1.2209,86.056,2.5528,37717000.0,D
D,1965-09-18 18:00:00,1.2011,86.973,2.9977,36146000.0,D
D,1965-09-19 18:00:00,1.0726,82.176,5.0814,31550000.0,D
D,1965-09-20 18:00:00,1.3979,81.228,2.5701,26509000.0,D
D,1965-09-21 18:00:00,1.4053,82.098,2.7906,27700000.0,D
D,1965-09-22 18:00:00,1.4316,84.481,0.36747,24047000.0,D
D,1965-09-23 18:00:00,1.3877,84.995,0.24612,23742000.0,D
D,1965-09-24 18:00:00,1.2611,82.88,0.20637,25839000.0,D
D,1965-09-25 18:00:00,1.2268,81.342,0.18715,24909000.0,D
D,1965-09-26 18:00:00,1.2382,81.313,0.17609,25041000.0,D
D,1965-09-27 18:00:00,1.3738,83.484,0.18216,24491000.0,D
D,1965-09-28 18:00:00,1.4534,85.338,0.17637,24583000.0,D
D,1965-09-29 18:00:00,1.5172,85.987,0.1854,24120000.0,D
D,1965-09-30 18:00:00,1.5082,85.135,0.20057,23861000.0,D
D,1965-10-01 18:00:00,1.4846,85.055,0.20411,23555000.0,D
D,1965-10-02 18:00:00,1.409,84.924,0.23097,23994000.0,D
D,1965-10-03 18:00:00,1.258,83.878,0.22767,23853000.0,D
D,1965-10-04 18:00:00,1.2065,83.214,0.20586,23777000.0,D
D,1965-10-05 18:00:00,1.229,82.684,0.18827,23569000.0,D
D,1965-10-06 18:00:00,1.194,82.101,0.19603,23317000.0,D
D,1965-10-07 18:00:00,1.1456,81.805,0.19503,23269000.0,D
D,1965-10-08 18:00:00,1.0929,82.315,0.20269,23794000.0,D
D,1965-10-09 18:00:00,1.2429,82.981,0.2178,24053000.0,D
D,1965-10-10 18:00:00,1.3861,83.453,0.22685,25042000.0,D
D,1965-10-11 18:00:00,1.3719,83.095,0.2279,24880000.0,D
D,1965-10-12 18:00:00,1.2788,82.528,0.23341,24655000.0,D
D,1965-10-13 18:00:00,1.2465,82.264,0.26163,24680000.0,D
D,1965-10-14 18:00:00,1.2015,82.852,0.26011,24242000.0,D
D,1965-10-15 18:00:00,1.1884,82.642,0.23974,24047000.0,D
D,1965-10-16 18:00:00,1.2307,80.88,0.22065,23307000.0,D
D,1965-10-17 18:00:00,1.1725,79.506,0.22039,24112000.0,D
D,1965-10-18 18:00:00,1.0502,80.302,0.2119,23812000.0,D
D,1965-10-19 18:00:00,1.0956,81.189,0.20384,23471000.0,D
D,1965-10-20 18:00:00,1.2133,81.748,0.20532,23834000.0,D
D,1965-10-21 18:00:00,1.2633,81.548,0.22022,24123000.0,D
D,1965-10-22 18:00:00,1.2427,80.757,0.22867,23680000.0,D
D,1965-10-23 18:00:00,1.2283,79.712,0.22332,22740000.0,D
D,1965-10-24 18:00:00,1.2472,79.132,0.24283,22899000.0,D
D,1965-10-25 18:00:00,1.2662,79.79,0.25012,23326000.0,D
D,1965-10-26 18:00:00,1.2658,81.645,0.24131,24441000.0,D
D,1965-10-27 18:00:00,1.2151,83.272,0.22613,23212000.0,D
D,1965-10-28 18:00:00,1.2501,84.668,0.21372,22254000.0,D
D,1965-10-29 18:00:00,1.368,85.129,0.21573,22921000.0,D
D,1965-10-30 18:00:00,1.4689,85.648,0.20296,22959000.0,D
D,1965-10-31 18:00:00,1.4321,85.859,0.18421,23645000.0,D
D,1965-11-01 18:00:00,1.3355,86.975,0.17401,24566000.0,D
D,1965-11-02 18:00:00,1.19,87.899,0.18836,23537000.0,D
D,1965-11-03 18:00:00,1.3867,88.332,0.18574,24077000.0,D
D,1965-11-04 18:00:00,1.6718,88.377,0.15885,23823000.0,D
D,1965-11-05 18:00:00,1.9422,88.316,0.12904,25164000.0,D
D,1965-11-06 18:00:00,2.249,87.721,0.10184,27000000.0,D
D,1965-11-07 18:00:00,2.5738,85.548,0.023744,26565000.0,S
D,1965-11-08 18:00:00,2.7458,82.37,-0.015232,28216000.0,S
D,1965-11-09 18:00:00,2.5987,79.859,0.091581,29441000.0,S
D,1965-11-10 18:00:00,2.3817,80.475,0.10337,32818000.0,D
D,1965-11-11 18:00:00,2.2248,80.815,0.12082,32913000.0,D
D,1965-11-12 18:00:00,2.0802,81.656,0.081618,33274000.0,D
D,1965-11-13 18:00:00,2.0442,81.793,0.084636,32829000.0,D
D,1965-11-14 18:00:00,1.8869,81.697,0.10577,33769000.0,D
D,1965-11-15 18:00:00,1.715,79.741,0.1512,33091000.0,D
D,1965-11-16 18:00:00,1.6549,77.541,0.17754,31745000.0,D
D,1965-11-17 18:00:00,1.7464,75.981,0.18145,32786000.0,D
D,1965-11-18 18:00:00,1.809,75.537,0.21355,35535000.0,D
D,1965-11-19 18:00:00,1.7795,75.067,0.22181,37512000.0,D
D,1965-11-20 18:00:00,1.7422,74.671,0.20321,39627000.0,D
D,1965-11-21 18:00:00,1.7859,74.967,0.1839,40159000.0,D
D,1965-11-22 18:00:00,1.746,75.48,0.22372,40135000.0,D
D,1965-11-23 18:00:00,1.6052,75.319,0.27862,39453000.0,D
D,1965-11-24 18:00:00,1.4972,74.986,0.28132,38952000.0,D
D,1965-11-25 18:00:00,1.4707,74.842,0.29543,39691000.0,D
D,1965-11-26 18:00:00,1.4978,74.773,0.30544,39830000.0,D
D,1965-11-27 18:00:00,1.5505,74.715,0.30843,38852000.0,D
D,1965-11-28 18:00:00,1.6763,75.197,0.32027,38928000.0,D
D,1965-11-29 18:00:00,1.8434,76.015,0.29166,39957000.0,D
D,1965-11-30 18:00:00,1.9055,75.556,0.27924,39399000.0,D
D,1965-12-01 18:00:00,1.9579,74.951,0.21861,39301000.0,D
D,1965-12-02 18:00:00,1.949,74.015,0.15717,38591000.0,D
D,1965-12-03 18:00:00,1.9675,73.561,0.12051,39063000.0,D
D,1965-12-04 18:00:00,2.0466,73.403,0.075246,38746000.0,D
D,1965-12-05 18:00:00,2.0412,72.723,0.093135,37926000.0,D
D,1965-12-06 18:00:00,1.9102,72.157,0.1641,34358000.0,D
D,1965-12-07 18:00:00,1.8501,71.608,0.16981,35489000.0,D
D,1965-12-08 18:00:00,1.8669,71.655,0.1576,38451000.0,D
D,1965-12-09 18:00:00,1.8488,71.201,0.21389,39597000.0,D
D,1965-12-10 18:00:00,1.8224,70.072,0.25436,39455000.0,D
D,1965-12-11 18:00:00,1.933,69.364,0.27004,40209000.0,D
D,1965-12-12 18:00:00,1.976,68.882,0.29373,39396000.0,D
D,1965-12-13 18:00:00,1.8371,68.987,0.29526,39364000.0,D
D,1965-12-14 18:00:00,1.7295,68.978,0.22254,36200000.0,D
D,1965-12-15 18:00:00,1.8176,68.969,0.22457,37283000.0,D
D,1965-12-16 18:00:00,2.0305,68.69,0.26396,38689000.0,D
D,1965-12-17 18:00:00,2.2399,67.687,0.22715,37895000.0,D
D,1965-12-18 18:00:00,2.3263,66.297,0.28701,37219000.0,D
D,1965-12-19 18:00:00,2.2297,65.045,0.37339,35905000.0,D
D,1965-12-20 18:00:00,2.1438,64.637,0.40274,35799000.0,D
D,1965-12-21 18:00:00,2.0464,64.99,0.37235,34650000.0,D
D,1965-12-22 18:00:00,2.0086,65.586,0.35071,32502000.0,D
D,1965-12-23 18:00:00,1.8097,67.401,0.35821,31862000.0,D
D,1965-12-24 18:00:00,1.5566,70.415,0.29605,26396000.0,D
D,1965-12-25 18:00:00,1.5897,74.59,0.24406,17512000.0,D
D,1965-12-26 18:00:00,1.748,78.13,0.30682,15204000.0,D
D,1965-12-27 18:00:00,1.957,82.225,0.323,14558000.0,D
D,1965-12-28 18:00:00,1.978,83.479,0.46664,15563000.0,D
D,1965-12-29 18:00:00,1.9119,81.67,0.94458,17941000.0,D
D,1965-12-30 18:00:00,1.5282,79.938,0.55021,17309000.0,D
D,1965-12-31 18:00:00,1.3061,80.252,0.26612,16665000.0,D
D,1966-01-01 18:00:00,1.411,81.851,0.17503,15249000.0,D
D,1966-01-02 18:00:00,1.458,84.332,0.17854,15638000.0,D
D,1966-01-03 18:00:00,1.4586,86.372,0.1729,16201000.0,D
D,1966-01-04 18:00:00,1.2267,86.48,0.17591,15773000.0,D
D,1966-01-05 18:00:00,1.1122,84.648,0.17484,17790000.0,D
D,1966-01-06 18:00:00,1.5304,83.202,0.17448,18986000.0,D
D,1966-01-07 18:00:00,1.8979,82.022,0.25483,22089000.0,D
D,1966-01-08 18:00:00,1.9843,81.169,0.5582,22535000.0,D
D,1966-01-09 18:00:00,1.6973,80.058,1.2218,21483000.0,D
D,1966-01-10 18:00:00,1.6342,80.766,1.3281,22689000.0,D
D,1966-01-11 18:00:00,1.7615,82.171,0.89923,22331000.0,D
D,1966-01-12 18:00:00,1.9141,85.665,0.20747,21469000.0,D
D,1966-01-13 18:00:00,1.7212,87.24,0.21978,23242000.0,D
D,1966-01-14 18:00:00,1.443,82.444,0.21706,22809000.0,D
D,1966-01-15 18:00:00,1.3501,78.734,0.16613,23796000.0,D
D,1966-01-16 18:00:00,1.2575,76.838,0.17977,24220000.0,D
D,1966-01-17 18:00:00,1.2238,76.436,0.19245,25630000.0,D
D,1966-01-18 18:00:00,1.2611,77.363,0.19366,25285000.0,D
D,1966-01-19 18:00:00,1.1901,79.04,0.1914,24461000.0,D
D,1966-01-20 18:00:00,1.1518,80.99,0.1916,24404000.0,D
D,1966-01-21 18:00:00,1.1879,83.126,0.19689,24861000.0,D
D,1966-01-22 18:00:00,1.2956,84.539,0.19796,24028000.0,D
D,1966-01-23 18:00:00,1.4074,83.788,0.19594,24152000.0,D
D,1966-01-24 18:00:00,1.5593,82.418,0.17742,25838000.0,D
D,1966-01-25 18:00:00,1.5422,80.505,0.19991,26461000.0,D
D,1966-01-26 18:00:00,1.4862,78.883,0.21987,27263000.0,D
D,1966-01-27 18:00:00,1.4854,78.165,0.2502,28367000.0,D
D,1966-01-28 18:00:00,1.441,76.726,0.30451,30519000.0,D
D,1966-01-29 18:00:00,1.49,76.164,0.3234,31959000.0,D
D,1966-01-30 18:00:00,1.6023,76.776,0.3469,31500000.0,D
D,1966-01-31 18:00:00,1.696,77.27,0.32616,31621000.0,D
D,1966-02-01 18:00:00,1.7808,76.981,0.32088,31257000.0,D
D,1966-02-02 18:00:00,1.9105,76.393,0.27868,34102000.0,D
D,1966-02-03 18:00:00,1.9834,76.466,0.20922,31407000.0,D
D,1966-02-04 18:00:00,1.968,76.616,0.1586,29624000.0,D
D,1966-02-05 18:00:00,2.0293,77.073,0.15254,27544000.0,D
D,1966-02-06 18:00:00,2.0332,77.656,0.15616,26528000.0,D
D,1966-02-07 18:00:00,2.0572,77.818,0.16103,27712000.0,D
D,1966-02-08 18:00:00,1.8512,76.407,0.22004,29002000.0,D
D,1966-02-09 18:00:00,1.5251,75.104,0.24331,26409000.0,D
D,1966-02-10 18:00:00,1.3237,74.263,0.21237,24901000.0,D
D,1966-02-11 18:00:00,1.2737,73.644,0.19971,24723000.0,D
D,1966-02-12 18:00:00,1.2277,75.157,0.19181,21972000.0,D
D,1966-02-13 18:00:00,1.2341,76.935,0.19898,20943000.0,D
D,1966-02-14 18:00:00,1.2752,78.225,0.19613,19673000.0,D
D,1966-02-15 18:00:00,1.2706,77.594,0.20321,20289000.0,D
D,1966-02-16 18:00:00,1.1923,76.178,0.19689,21078000.0,D
D,1966-02-17 18:00:00,1.2893,74.439,0.22277,22755000.0,D
D,1966-02-18 18:00:00,1.5421,72.524,0.35295,31256000.0,D
D,1966-02-19 18:00:00,1.6066,69.888,0.47441,34550000.0,D
D,1966-02-20 18:00:00,1.6939,68.335,0.51926,37750000.0,D
D,1966-02-21 18:00:00,1.8918,67.766,0.4861,37967000.0,D
D,1966-02-22 18:00:00,2.2062,67.868,0.34565,36019000.0,D
D,1966-02-23 18:00:00,2.6717,68.044,0.072176,32375000.0,S
D,1966-02-24 18:00:00,2.7938,67.717,0.05409,31281000.0,S
D,1966-02-25 18:00:00,2.9127,69.841,-0.20121,31251000.0,S
D,1966-02-26 18:00:00,3.0711,72.659,-0.39395,29986000.0,S
D,1966-02-27 18:00:00,2.9302,73.889,-0.060359,30106000.0,S
D,1966-02-28 18:00:00,2.4254,73.493,0.38449,34364000.0,D
D,1966-03-01 18:00:00,2.0221,69.278,1.6798,33750000.0,D
D,1966-03-02 18:00:00,1.6886,67.155,3.387,31310000.0,D
D,1966-03-03 18:00:00,1.4387,66.868,4.9102,28117000.0,D
D,1966-03-04 18:00:00,1.1441,66.008,1.6693,22026000.0,D
D,1966-03-05 18:00:00,1.1087,67.642,1.3652,21981000.0,D
D,1966-03-06 18:00:00,1.1093,69.787,0.3721,22380000.0,D
D,1966-03-07 18:00:00,1.0963,72.503,0.36969,23013000.0,D
D,1966-03-08 18:00:00,1.166,74.487,0.4612,23129000.0,D
D,1966-03-09 18:00:00,1.3338,76.448,0.73903,22372000.0,D
D,1966-03-10 18:00:00,1.4141,76.589,0.74843,22132000.0,D
D,1966-03-11 18:00:00,1.6083,76.992,0.72638,22040000.0,D
D,1966-03-12 18:00:00,1.6394,76.582,0.49047,18778000.0,D
D,1966-03-13 18:00:00,1.6778,76.987,0.41471,18120000.0,D
D,1966-03-14 18:00:00,1.6439,77.264,0.32213,17349000.0,D
D,1966-03-15 18:00:00,1.5763,78.1,0.31431,18332000.0,D
D,1966-03-16 18:00:00,1.5131,80.374,0.31465,17647000.0,D
D,1966-03-17 18:00:00,1.3612,83.335,0.41582,18643000.0,D
D,1966-03-18 18:00:00,1.303,83.277,0.36626,19032000.0,D
D,1966-03-19 18:00:00,1.3714,81.739,0.41412,23305000.0,D
D,1966-03-20 18:00:00,1.277,79.203,0.44686,26044000.0,D
D,1966-03-21 18:00:00,1.1585,77.784,0.47782,26241000.0,D
D,1966-03-22 18:00:00,1.0822,77.199,0.41888,22354000.0,D
D,1966-03-23 18:00:00,1.0803,78.22,0.33054,18486000.0,D
D,1966-03-24 18:00:00,1.1402,80.043,0.31742,18641000.0,D
D,1966-03-25 18:00:00,1.1771,81.052,0.30015,18378000.0,D
D,1966-03-26 18:00:00,1.1687,82.242,0.284,17300000.0,D
D,1966-03-27 18:00:00,1.0415,83.323,0.29597,18186000.0,D
D,1966-03-28 18:00:00,1.0388,85.266,0.29221,18736000.0,D
D,1966-03-29 18:00:00,1.1349,86.076,0.28548,17368000.0,D
