,D_d,string,ar,latcent,kurtosis,area,form,D_msw,u,scaled_area,scaled_ar,scaled_latcent,scaled_u,ssa_scaled_u,eeof_scaled_u,y
244,D,1965-01-02 18:00:00,1.2308,80.574,0.1477,27527000.0,0,D,49.3,-0.03782660374737825,-0.7622599482289806,0.31210993318348385,1.4602747101639897,0.3502778562550317,0.7635869092097911,0
245,D,1965-01-03 18:00:00,1.2869,80.483,0.153,28559000.0,0,D,48.3,0.03630872556033241,-0.6350763938669236,0.29484882654812306,1.398830601774454,0.27774862972749315,0.7054820628305101,0
246,D,1965-01-04 18:00:00,1.3798,80.834,0.15045,27736000.0,0,D,45.6,-0.022812762831378706,-0.42446405518180613,0.3614273807130902,1.2329315091227082,0.10437091451959057,0.5423276792942637,0
247,D,1965-01-05 18:00:00,1.5902,80.638,0.12889,28476000.0,0,D,39.6,0.03034629112957661,0.052530950839170726,0.32424961257538804,0.8642668587854946,-0.2684170387665704,0.17508140437563624,0
248,D,1965-01-06 18:00:00,1.8947,79.459,0.11388,29749000.0,0,D,34.2,0.1217942312543011,0.7428587993818863,0.10061395627767687,0.5324686734820023,-0.6013299980503553,-0.15866311981136172,0
249,D,1965-01-07 18:00:00,2.0856,78.531,0.1373,31021000.0,0,D,30.8,0.2131703348196189,1.1756456180577624,-0.07541139490491432,0.32355870495758116,-0.8086878942977904,-0.3719519149135749,0
250,D,1965-01-08 18:00:00,2.0509,77.491,0.12212,30713000.0,0,D,30.1,0.1910446745223564,1.0969777154487896,-0.27268118502333727,0.2805478290849063,-0.8477789574469919,-0.42022823770458684,0
251,D,1965-01-09 18:00:00,1.8347,76.454,0.11393,30435000.0,0,D,30.5,0.1710741110072948,0.6068336075508092,-0.4693819276702647,0.3051254724407204,-0.817145554866638,-0.3993822016851065,0
252,D,1965-01-10 18:00:00,1.5696,76.498,0.12586,29548000.0,0,D,31.0,0.10735508281355512,0.005828968310501081,-0.46103589808832934,0.3358475266354882,-0.7784341151342008,-0.36985812568994214,0
253,D,1965-01-11 18:00:00,1.4675,77.68,0.12848,28405000.0,0,D,32.3,0.025245895411701167,-0.22564056645538172,-0.2368311943191227,0.41572486754188437,-0.6888276763821661,-0.28925131283111377,0
254,D,1965-01-12 18:00:00,1.4001,78.938,0.13964,26642000.0,0,D,35.1,-0.10140195882230454,-0.3784421986122918,0.0017893787279673649,0.5877683710325843,-0.5054827496329801,-0.1146807254723603,0
255,D,1965-01-13 18:00:00,1.4574,80.321,0.15485,25993000.0,0,D,38.2,-0.1480238858772505,-0.248538140413613,0.26412026308736775,0.7782451070401448,-0.3022538277245921,0.08089712614219158,0
256,D,1965-01-14 18:00:00,1.7094,81.489,0.14637,25287000.0,0,D,41.6,-0.19874049681837813,0.3227676652769102,0.48566941198959646,0.9871550755645658,-0.07924713403352335,0.2975862712607552,0
257,D,1965-01-15 18:00:00,1.8526,82.407,0.14814,25458000.0,0,D,43.6,-0.18645644515983303,0.6474144564470805,0.6597979382672018,1.110043292343637,0.05899030923323778,0.4313131050971559,0
258,D,1965-01-16 18:00:00,1.811,82.156,0.19328,25644000.0,0,D,45.3,-0.17309484511018752,0.5531036567775337,0.6121876331520846,1.2144982766058472,0.17992548042896783,0.5486778635923466,0
259,D,1965-01-17 18:00:00,1.7584,81.725,0.18952,26773000.0,0,D,45.8,-0.09199136954002732,0.4338549052722896,0.5304344797472365,1.2452203308006151,0.22813370470171224,0.5946751072702947,0
260,D,1965-01-18 18:00:00,1.7597,81.083,0.17451,26241000.0,0,D,46.1,-0.1302084191443898,0.4368021177619631,0.40865832084721143,1.2636535633174761,0.2649086861372696,0.6298979130012976,0
261,D,1965-01-19 18:00:00,1.7446,80.737,0.16967,26314000.0,0,D,47.3,-0.12496435030770095,0.4025691111511418,0.3430281791347358,1.3373864933849184,0.35769162072141547,0.7218065533648823,0
262,D,1965-01-20 18:00:00,1.6065,81.55,0.19847,24891000.0,0,D,49.9,-0.22718777434342988,0.08948446128661326,0.49724004391000254,1.4971411751977113,0.5370897528030676,0.9016306957696477,0
263,D,1965-01-21 18:00:00,1.5438,83.311,0.19004,25293000.0,0,D,53.7,-0.19830947746193794,-0.05266186417686211,0.831270909677832,1.7306287870779469,0.7907448936651611,1.157911094358801,0
264,D,1965-01-22 18:00:00,1.4201,84.536,0.13434,25620000.0,0,D,56.4,-0.17481892253594822,-0.33310046800193277,1.0636319605384719,1.8965278797296927,0.9773030153413402,1.3503334734539136,0
265,D,1965-01-23 18:00:00,1.2886,84.363,0.12253,26147000.0,0,D,56.2,-0.13696105572861925,-0.631222346765043,1.030816889682234,1.8842390580517858,0.9861086295549586,1.367314132132467,0
266,D,1965-01-24 18:00:00,1.4198,82.958,0.13861,26339000.0,0,D,50.9,-0.12316843632253353,-0.33378059396108806,0.7643129905318661,1.558585283587247,0.6818605143903195,1.0712617881749908,0
267,D,1965-01-25 18:00:00,1.6998,80.538,0.13025,26665000.0,0,D,45.9,-0.09974971795595051,0.3010036345839378,0.3052813635255382,1.2513647416395688,0.3961106613935683,0.7898709411191117,0
268,D,1965-01-26 18:00:00,1.6745,79.102,0.12619,27390000.0,0,D,41.6,-0.04766821238609565,0.24364634536183394,0.03289730716971877,0.9871550755645658,0.15320758980904725,0.5481349413548602,0
269,D,1965-01-27 18:00:00,1.537,77.597,0.13279,28351000.0,0,D,40.0,0.021366721203739565,-0.06807805258438449,-0.25257484103049915,0.8888445021413087,0.07583748082622321,0.4693952863815919,0
270,D,1965-01-28 18:00:00,1.4486,76.529,0.1475,29067000.0,0,D,37.4,0.07280169773893416,-0.26848850188217077,-0.45515574088287797,0.7290898203285161,-0.06346499817436901,0.3282379057627478,0
271,D,1965-01-29 18:00:00,1.447,76.205,0.15965,28622000.0,0,D,35.4,0.04083442880295428,-0.2721158403309996,-0.516612867804386,0.6062016035494449,-0.1665236460917412,0.22199672487765232,0
272,D,1965-01-30 18:00:00,1.5562,76.311,0.18055,28852000.0,0,D,33.5,0.05735683746649445,-0.02454999119843962,-0.49650652381154514,0.4894577976093273,-0.26416459219377486,0.12086832705170919,0
273,D,1965-01-31 18:00:00,1.5654,76.405,0.17158,28732000.0,0,D,31.3,0.04873645033769088,-0.003692795117674767,-0.4786763697046889,0.35428075915234897,-0.3810522105520771,0.0006864699030993404,0
274,D,1965-02-01 18:00:00,1.6538,76.983,0.13736,28589000.0,0,D,29.3,0.0384638223425333,0.19671765418011203,-0.36903989019656547,0.23139254237327775,-0.48654183105140747,-0.10799435514167335,0
275,D,1965-02-02 18:00:00,1.7873,77.878,0.11942,29033000.0,0,D,29.0,0.07035925471910649,0.4993737060042587,-0.19927406120042446,0.212959309856417,-0.4885206331382871,-0.11310971442295578,0
276,D,1965-02-03 18:00:00,1.7795,78.208,0.14487,29130000.0,0,D,30.2,0.07732740098155604,0.48169043106621856,-0.13667883933592556,0.2866922399238597,-0.3992663623390945,-0.02613019578837089,0
277,D,1965-02-04 18:00:00,1.8231,79.04,0.12936,29417000.0,0,D,30.9,0.0979444935312779,0.5805354037968009,0.021136992758813308,0.3297031157965346,-0.3415967166542105,0.031266111011005515,0
278,D,1965-02-05 18:00:00,2.0264,80.082,0.032657,29322000.0,0,D,30.4,0.09112002038764175,1.0414340954511005,0.2187861478582296,0.2989810616017668,-0.35844334288842966,0.015552542814132764,0
279,D,1965-02-06 18:00:00,2.2987,81.272,-0.085485,29130000.0,0,D,29.6,0.07732740098155604,1.6587617577111382,0.444508311551426,0.24982577489013846,-0.3944385476940384,-0.01872634394832745,0
280,D,1965-02-07 18:00:00,2.3053,81.967,0.013414,28349000.0,0,D,30.5,0.02122304808492617,1.673724528812556,0.57633764244787,0.3051254724407204,-0.32661576917698,0.051007308860729794,0
281,D,1965-02-08 18:00:00,2.0666,81.421,0.087303,25534000.0,0,D,32.5,-0.18099686664492412,1.1325709739779222,0.47277100263570004,0.42801368921979166,-0.19170508563286492,0.18919931368051274,0
282,D,1965-02-09 18:00:00,1.6988,79.956,0.13733,24218000.0,0,D,35.2,-0.27553377882413654,0.2987365480534201,0.19488615405542262,0.593912781871538,-0.014106548623679993,0.3721354238267563,0
283,D,1965-02-10 18:00:00,1.5315,79.079,0.12274,24869000.0,0,D,36.1,-0.2287681786503772,-0.08054702850223285,0.028534609888251707,0.6492124794221199,0.052775509601743154,0.446617496050573,0
284,D,1965-02-11 18:00:00,1.3303,77.919,0.13242,25144000.0,0,D,36.7,-0.2090131248135357,-0.5366848384424443,-0.19149707908998728,0.6860789444558414,0.10127601041338441,0.503768355717551,0
285,D,1965-02-12 18:00:00,1.2508,76.985,0.13918,26157000.0,0,D,36.0,-0.13624269013455229,-0.7169182176186216,-0.3686605252155694,0.6430680685831663,0.07011861979116696,0.48189195804210966,0
286,D,1965-02-13 18:00:00,1.2095,77.3,0.14485,25580000.0,0,D,36.6,-0.1776923849122161,-0.8105488913290126,-0.30891054070854784,0.6799345336168877,0.11919715749060666,0.5399029660224487,0
287,D,1965-02-14 18:00:00,1.108,78.847,0.13911,24258000.0,0,D,37.6,-0.2726603164478687,-1.0406581741765843,-0.01547172790739609,0.7413786420064233,0.19338549419552842,0.6236075737967197,0
288,D,1965-02-15 18:00:00,1.0722,80.498,0.13044,23628000.0,0,D,40.7,-0.3179173488740874,-1.121819871969127,0.2976940639056004,0.9318553780139839,0.39732032331344647,0.8382656371680606,0
289,D,1965-02-16 18:00:00,1.1298,81.757,0.11687,23293000.0,0,D,42.0,-0.3419825962753307,-0.9912356878112935,0.5365043194431899,1.01173271892038,0.49159864029990874,0.9458298578167809,0
290,D,1965-02-17 18:00:00,1.353,83.485,0.10958,23801000.0,0,D,39.8,-0.3054896240967289,-0.48522197419968705,0.8642756630245665,0.8765556804634015,0.37194007324899425,0.8399480618633299,0
291,D,1965-02-18 18:00:00,1.7898,83.574,0.083532,25336000.0,0,D,34.3,-0.19522050540745,0.5050414223305534,0.8811574046789311,0.5386130843209556,0.05070863682032628,0.5296759247660098,0
292,D,1965-02-19 18:00:00,2.2978,83.578,0.047874,25315000.0,0,D,28.9,-0.19672907315499064,1.6567213798336717,0.881916134640926,0.20681489901746336,-0.26320408284440827,0.2211864721745716,0
293,D,1965-02-20 18:00:00,2.6248,83.287,-0.0085938,27150000.0,1,D,25.5,-0.06490898664370279,2.398058675313041,0.8267185299058682,-0.0020950695069576206,-0.4530790906166054,0.03133166875501947,1
294,D,1965-02-21 18:00:00,2.7874,83.101,-0.005568,26415000.0,1,D,25.4,-0.11770885780762462,2.7666869451752594,0.7914375866731491,-0.008239480345911269,-0.4390202218440263,0.04168629051456585,1
295,D,1965-02-22 18:00:00,2.4967,82.245,-0.0034815,26954000.0,0,D,27.6,-0.07898895228741527,2.1076448907536918,0.6290693748064492,0.12693755811106724,-0.2823764130775521,0.19357354458698048,0
296,D,1965-02-23 18:00:00,2.3019,81.151,0.050966,26839000.0,0,D,28.2,-0.08725015661918535,1.6660164346087947,0.42155673020110784,0.16380402314478848,-0.22263498019840466,0.24927748635070124,0
297,D,1965-02-24 18:00:00,2.0448,79.867,0.090587,26569000.0,0,D,27.4,-0.10664602765899338,1.0831484876126303,0.17800441240105794,0.11464873643315995,-0.24741228434978826,0.2198085162200524,0
298,D,1965-02-25 18:00:00,1.8742,78.545,0.073835,27135000.0,0,D,27.1,-0.06598653503480323,0.6963835255062684,-0.07275584003793636,0.09621550391629945,-0.23991559309455085,0.23364003914162246,0
299,D,1965-02-26 18:00:00,1.7036,77.742,0.11187,26655000.0,0,D,28.7,-0.10046808355001749,0.30961856339990607,-0.22507087990821725,0.1945260773395563,-0.11407031660442846,0.36334891977465344,0
300,D,1965-02-27 18:00:00,1.5134,77.278,0.11745,25857000.0,0,D,30.0,-0.1577936579565612,-0.12158129470460773,-0.31308355549951283,0.2744034182459526,-0.004961044308187668,0.47579539558083794,0
301,D,1965-02-28 18:00:00,1.3236,77.394,0.11651,25442000.0,0,D,29.8,-0.18760583011034018,-0.5518743181969145,-0.29108038660168895,0.26211459656804553,0.013756168271902514,0.4977394027070011,0
302,D,1965-03-01 18:00:00,1.251,77.297,0.1233,25126000.0,0,D,29.3,-0.21030618288285624,-0.716464800312518,-0.30947958818004334,0.23139254237327775,0.015843008748039678,0.5012747390995995,0
303,D,1965-03-02 18:00:00,1.2542,76.809,0.13921,24750000.0,0,D,28.5,-0.23731672921977406,-0.7092101234148604,-0.40204464354330266,0.18223725566164922,0.0013103240924769999,0.48538760487770816,0
304,D,1965-03-03 18:00:00,1.2562,76.31,0.13993,24693000.0,0,D,28.4,-0.24141141310595576,-0.7046759503538245,-0.49669620630204453,0.17609284482269558,0.031593685938577976,0.5119881281397852,0
305,D,1965-03-04 18:00:00,1.2891,76.623,0.15349,24107000.0,0,D,28.3,-0.28350763691827985,-0.6300888034997841,-0.43732558677601907,0.16994843398374213,0.06368157620906337,0.5382657901978117,0
306,D,1965-03-05 18:00:00,1.3977,76.88,0.16533,23383000.0,0,D,28.6,-0.335517305928728,-0.3838832062855348,-0.3885771867179108,0.18838166650060287,0.12214051825495273,0.5888271697652546,0
307,D,1965-03-06 18:00:00,1.4038,77.204,0.17354,23191000.0,0,D,29.3,-0.3493099253348137,-0.3700539784493753,-0.32712005979640285,0.23139254237327775,0.20695704475945254,0.6628112656733487,0
308,D,1965-03-07 18:00:00,1.3982,78.24,0.1711,21413000.0,0,D,31.2,-0.4770353279599199,-0.3827496630202754,-0.1306089996399748,0.3481363483133953,0.3672688958081265,0.8095960469667369,0
309,D,1965-03-08 18:00:00,1.489,78.521,0.15701,20856000.0,0,D,33.7,-0.5170482915494498,-0.17689820604924564,-0.07730821980990012,0.5017466192872345,0.5662057571755614,0.9933879943609054,0
310,D,1965-03-09 18:00:00,1.6362,78.338,0.16817,21900000.0,0,D,34.5,-0.4420509235288587,0.15681693124299648,-0.11202011557112372,0.5509019059988629,0.6624405119142635,1.5393494009939743,0
311,D,1965-03-10 18:00:00,1.747,78.154,0.22397,22239000.0,0,D,33.4,-0.4176983298899887,0.4080101188243853,-0.146921693822844,0.4833133867703736,0.6436182322075283,1.4880176367640907,0
312,D,1965-03-11 18:00:00,1.8649,78.82,0.2357,21993000.0,0,D,31.4,-0.435370123504036,0.6752996207724513,-0.02059315515085531,0.3604251699913024,0.5710502385233703,1.3792336409684025,0
313,D,1965-03-12 18:00:00,1.611,77.668,0.24792,22342000.0,0,D,29.3,-0.4102991642710989,0.09968635067394391,-0.23910738420510458,0.23139254237327775,0.49371602894504374,1.2620494166970113,0
314,D,1965-03-13 18:00:00,1.4781,76.972,0.18531,21626000.0,0,D,27.6,-0.46173414080629355,-0.20160944923189159,-0.3711263975920507,0.12693755811106724,0.4421382415560574,1.166935692271756,0
315,D,1965-03-14 18:00:00,1.3908,76.978,0.1704,20648000.0,0,D,25.7,-0.5319902959060426,-0.3995261033461084,-0.36998830264905974,0.010193752170949458,0.3792410893974068,1.056966189228162,0
316,D,1965-03-15 18:00:00,1.3093,78.116,0.15933,19427000.0,0,D,23.2,-0.6197027349416189,-0.5842936555833216,-0.1541296284617857,-0.14341651880288958,0.2802146663062874,0.9074490476181709,0
317,D,1965-03-16 18:00:00,1.4675,79.435,0.15762,18424000.0,0,D,20.2,-0.6917548040265353,-0.22564056645538172,0.09606157650571312,-0.3277488439714964,0.15093945600016145,0.7245368574043147,0
318,D,1965-03-17 18:00:00,1.8081,80.358,0.17581,17562000.0,0,D,16.3,-0.7536779182351077,0.5465291058390318,0.2711385152358128,-0.5673808666906852,-0.033452716367826874,0.483736261492127,0
319,D,1965-03-18 18:00:00,2.4328,81.709,0.26437,19629000.0,0,D,12.0,-0.6051917499414662,1.9627780614535943,0.5273995598992623,-0.8315905327656884,-0.24256452636636516,0.21591977777113913,0
320,D,1965-03-19 18:00:00,3.3125,84.456,0.22602,23367000.0,1,D,8.5,-0.3366666908792352,3.9571340823502346,1.0484573612985937,-1.046644912129063,-0.40300510501757403,-0.005045176703199594,1
321,D,1965-03-20 18:00:00,3.649,87.895,0.030777,24126000.0,1,D,6.0,-0.2821427422895526,4.720008699869524,1.7007754461228735,-1.200255183102902,-0.5028112356250076,-0.16697422473085388,1
322,D,1965-03-21 18:00:00,3.4568,88.354,0.16261,22732000.0,1,D,5.0,-0.38228290610248733,4.284274668703975,1.7878397092616773,-1.2616992914924376,-0.5115619749377256,-0.2387239600259785,1
323,D,1965-03-22 18:00:00,2.735,83.788,1.3427,22021000.0,1,D,3.3,-0.43335869984064845,2.6478916109761186,0.9217494576456061,-1.366154275754648,-0.5646966300059962,-0.3552238319244272,1
324,D,1965-03-23 18:00:00,2.2364,81.317,2.8483,19333000.0,0,D,2.6,-0.6264553715258483,1.5175222668598698,0.4530440236238553,-1.409165151627323,-0.5580378446990956,-0.4116846868445839,0
325,D,1965-03-24 18:00:00,1.3024,78.279,3.7131,15234000.0,0,D,2.7,-0.9209134285338968,-0.5999365526438952,-0.1232113825105337,-1.4030207407883697,-0.5041227548518273,-0.42059828347281325,0
326,D,1965-03-25 18:00:00,1.4373,80.475,0.18731,13677000.0,0,D,3.4,-1.032762951530123,-0.2941065796770238,0.29333136662413334,-1.3600098649156946,-0.4154630783375052,-0.3941807081999781,0
327,D,1965-03-26 18:00:00,1.3715,79.371,0.17052,13488000.0,0,D,4.9,-1.0463400612579887,-0.443280873385105,0.08392189711380889,-1.2678437023313913,-0.2799700699645393,-0.31991776213147705,0
328,D,1965-03-27 18:00:00,1.2966,75.122,0.15703,14857000.0,0,D,6.8,-0.9479958114302213,-0.6130856545208994,-0.7220390050142421,-1.1510998963912735,-0.12239219415453917,-0.22237851862257196,0
329,D,1965-03-28 18:00:00,1.1176,70.569,0.18183,20489000.0,0,D,7.4,-0.5434123088517073,-1.0188941434836125,-1.5856633842538321,-1.1142334313575524,-0.047335997687939724,-0.20586791241276647,2
330,D,1965-03-29 18:00:00,1.0423,68.05,0.21304,24209000.0,0,D,6.6,-0.2761803078587968,-1.1896057592316138,-2.0634735778195106,-1.1633887180691806,-0.061120940498605725,-0.2764619193450292,2
331,D,1965-03-30 18:00:00,1.0799,66.598,0.66005,31715000.0,0,D,4.3,0.2630249070478662,-1.1043633056841387,-2.3388925540233068,-1.3047101673651125,-0.17009259227040707,-0.43994897285937096,2
332,D,1965-03-31 18:00:00,1.2159,65.822,1.9865,35064000.0,0,D,1.9,0.5036055445008923,-0.7960395375336978,-2.486086166650128,-1.4521760274999982,-0.28845719886540166,-0.6100058507141686,2
333,D,1965-12-01 18:00:00,1.9579,74.951,0.21861,39301000.0,0,D,15.5,0.8079770467070648,0.8861386681106205,-0.7544747108894838,-0.6165361534023137,0.5728341932118206,0.2031456568444231,2
334,D,1965-12-02 18:00:00,1.949,74.015,0.15717,38591000.0,0,D,14.4,0.7569730895283104,0.865961597989011,-0.932017521996062,-0.6841246726308029,0.5276193782807145,0.11355660809508727,2
335,D,1965-12-03 18:00:00,1.9675,73.561,0.12051,39063000.0,0,D,12.6,0.7908799455682711,0.907902698803593,-1.0181333726823718,-0.794724067731967,0.43593199751421585,-0.01852452527556747,2
336,D,1965-12-04 18:00:00,2.0466,73.403,0.075246,38746000.0,0,D,12.4,0.7681077562363484,1.0872292433675632,-1.0481032061811324,-0.8070128894098741,0.4388991667169514,-0.052161023245012594,2
337,D,1965-12-05 18:00:00,2.0412,72.723,0.093135,37926000.0,0,D,12.6,0.7092017775228573,1.0749869761027655,-1.1770872997201016,-0.794724067731967,0.4626461759482584,-0.061539145819838104,2
338,D,1965-12-06 18:00:00,1.9102,72.157,0.1641,34358000.0,0,D,13.0,0.4528889335597647,0.7779986406049142,-1.2844475893422431,-0.7701464243761528,0.4947671360909719,-0.059140002888256715,2
339,D,1965-12-07 18:00:00,1.8501,71.608,0.16981,35489000.0,0,D,11.2,0.5341360822487383,0.6417467401207858,-1.3885832766259085,-0.8807458194773169,0.38769998149604434,-0.19254423857330938,2
340,D,1965-12-08 18:00:00,1.8669,71.655,0.1576,38451000.0,0,D,8.9,0.746915971211373,0.6798337938334872,-1.3796681995724804,-1.0220672687732488,0.24576392008652403,-0.3572790074968476,2
341,D,1965-12-09 18:00:00,1.8488,71.201,0.21389,39597000.0,0,D,6.4,0.8292406682914469,0.6387995276311123,-1.465784050258793,-1.1756775397470878,0.08726017355018345,-0.5349309067697734,2
342,D,1965-12-10 18:00:00,1.8224,70.072,0.25436,39455000.0,0,D,4.2,0.8190398768556961,0.5789484432254385,-1.679935582031578,-1.3108545782040661,-0.057207097178837873,-0.6948186587355649,2
343,D,1965-12-11 18:00:00,1.933,69.364,0.27004,40209000.0,0,D,3.9,0.8732046426483452,0.8296882135007237,-1.8142307853045032,-1.329287810720927,-0.089415685938663,-0.7387199326293111,2
344,D,1965-12-12 18:00:00,1.976,68.882,0.29373,39396000.0,0,D,4.6,0.814801519850701,0.9271729343129954,-1.9056577457247716,-1.286276934848252,-0.06468297523121813,-0.7219962682436941,2
345,D,1965-12-13 18:00:00,1.8371,68.987,0.29526,39364000.0,0,D,5.8,0.8125027499496867,0.6122746152240521,-1.885741084222433,-1.2125440047808091,-0.013700262151588705,-0.6752470723347452,2
346,D,1965-12-14 18:00:00,1.7295,68.978,0.22254,36200000.0,0,D,5.6,0.5852118759868994,0.368336104540321,-1.8874482266369192,-1.2248328264587163,-0.053144177384821134,-0.7148660013298462,2
347,D,1965-12-15 18:00:00,1.8176,68.969,0.22457,37283000.0,0,D,2.7,0.6630108698243515,0.5680664278789525,-1.8891553690514056,-1.4030207407883697,-0.2628354209806172,-0.9203969661416562,2
348,D,1965-12-16 18:00:00,2.0305,68.69,0.26396,38689000.0,0,D,-0.3,0.7640130723501667,1.0507291502262237,-1.9420767839004816,-1.5873530659569763,-0.48300439857857924,-1.1319049699858776,2
349,D,1965-12-17 18:00:00,2.2399,67.687,0.22715,37895000.0,0,D,-3.7,0.7069748441812498,1.5254570697166823,-2.1323283218704594,-1.7962630344813975,-0.7320446383626578,-1.367807214827854,2
350,D,1965-12-18 18:00:00,2.3263,66.297,0.28701,37219000.0,0,D,-5.1,0.658413330022323,1.7213333459534326,-2.39598698366335,-1.8822847862267473,-0.8624316187427197,-1.480389369513757,2
351,D,1965-12-19 18:00:00,2.2297,65.045,0.37339,35905000.0,0,D,-5.1,0.564020090961924,1.5023327871053986,-2.6334694617674494,-1.8822847862267473,-0.9108929843019937,-1.5061478478278179,2
352,D,1965-12-20 18:00:00,2.1438,64.637,0.40274,35799000.0,0,D,-3.7,0.5564054156648142,1.3075900541339076,-2.7108599178908306,-1.7962630344813975,-0.8772260437952863,-1.4450477366878673,2
353,D,1965-12-21 18:00:00,2.0464,64.99,0.37235,34650000.0,0,D,-2.2,0.47386520890652,1.0867758260614595,-2.6439019987448673,-1.704096871897094,-0.8410429756356633,-1.376996086490358,2
354,D,1965-12-22 18:00:00,2.0086,65.586,0.35071,32502000.0,0,D,-0.1,0.3195602793009362,1.0010799552078804,-2.530851234407771,-1.5750642442790694,-0.7713279477321806,-1.2715863372769967,2
355,D,1965-12-23 18:00:00,1.8097,67.401,0.35821,31862000.0,0,D,5.2,0.2735848812806505,0.5501564442878607,-2.1865775141530257,-1.2494104698145305,-0.5079919856538946,-0.9690587338872574,2
356,D,1965-12-24 18:00:00,1.5566,70.415,0.29605,26396000.0,0,D,12.5,-0.11907375243635185,-0.023643156586232537,-1.6148744877905978,-0.8008684785709206,-0.12433086874522326,-0.5434062991030798,2
357,D,1965-12-25 18:00:00,1.5897,74.59,0.24406,17512000.0,0,D,19.4,-0.7572697462054424,0.051397407573911376,-0.8229500899594341,-0.37690413068312495,0.23269347868509876,-0.1419585795144538,0
358,D,1965-12-26 18:00:00,1.748,78.13,0.30682,15204000.0,0,D,22.7,-0.9230685253160976,0.410277205354903,-0.15147407359480777,-0.17413857299765736,0.3669648168092545,0.03872744693170582,0
359,D,1965-12-27 18:00:00,1.957,82.225,0.323,14558000.0,0,D,24.7,-0.9694749426928235,0.8840982902331546,0.6252757249964777,-0.05125035621858615,0.4202287362815097,0.14016316758921935,0
360,D,1965-12-28 18:00:00,1.978,83.479,0.46664,15563000.0,0,D,25.8,-0.8972792004890937,0.9317071073740313,0.8631375680815755,0.016338163009903105,0.41746281600235263,0.1870544410113376,0
361,D,1965-12-29 18:00:00,1.9119,81.67,0.94458,17941000.0,0,D,27.0,-0.7264518622199697,0.7818526877067947,0.5200019427698213,0.0900710930773458,0.4204942139491947,0.24089663353905688,0
362,D,1965-12-30 18:00:00,1.5282,79.938,0.55021,17309000.0,0,D,28.0,-0.7718525677650018,-0.08802841405294226,0.19147186922644982,0.1515152014668814,0.4112761135005764,0.28328601695572275,0
363,D,1965-12-31 18:00:00,1.3061,80.252,0.26612,16665000.0,0,D,29.1,-0.8181153120229142,-0.5915483324809787,0.25103217124297195,0.21910372069537068,0.4086213312326037,0.332516156889349,0
364,D,1966-01-01 18:00:00,1.411,81.851,0.17503,15249000.0,0,D,30.0,-0.9198358801427963,-0.35373095542964583,0.5543344735500461,0.2744034182459526,0.3944745356946333,0.37007674076171726,0
365,D,1966-01-02 18:00:00,1.458,84.332,0.17854,15638000.0,0,D,31.0,-0.8918914585335914,-0.2471778884953024,1.02493673247678,0.3358475266354882,0.3876364406698902,0.4146632691642732,0
366,D,1966-01-03 18:00:00,1.4586,86.372,0.1729,16201000.0,0,D,31.9,-0.8514474755876213,-0.24581763657699177,1.4118890130936854,0.3911472241860702,0.3761801877960157,0.45368552663228634,0
367,D,1966-01-04 18:00:00,1.2267,86.48,0.17591,15773000.0,0,D,32.6,-0.8821935230136874,-0.7715550030041042,1.4323747220675223,0.4341581000587453,0.35431030185727974,0.4811825879734899,0
368,D,1966-01-05 18:00:00,1.1122,84.648,0.17484,17790000.0,0,D,32.8,-0.7372991826903809,-1.031136410748409,1.084876399474301,0.4464469217366522,0.30392570303972244,0.47899742803464074,0
369,D,1966-01-06 18:00:00,1.5304,83.202,0.17448,18986000.0,0,D,31.9,-0.6513826576399719,-0.08304082368580282,0.8105955182134957,0.3911472241860702,0.18846897605965562,0.4105441604880117,0
370,D,1966-01-07 18:00:00,1.8979,82.022,0.25483,22089000.0,0,D,31.1,-0.42847381380099314,0.7501134762795434,0.5867701794252879,0.3419919374744419,0.0819447805456558,0.3496841810334118,0
371,D,1966-01-08 18:00:00,1.9843,81.169,0.5582,22535000.0,0,D,29.7,-0.39643470830560656,0.9459897525162944,0.42497101503008067,0.2559701857290919,-0.05839422964785013,0.2536044957245711,0
372,D,1966-01-09 18:00:00,1.6973,80.058,1.2218,21483000.0,0,D,28.6,-0.47200676880145115,0.29533591825764305,0.21423376808626857,0.18838166650060287,-0.17701269978651277,0.17765450606789074,0
373,D,1966-01-10 18:00:00,1.6342,80.766,1.3281,22689000.0,0,D,27.2,-0.3853718781569753,0.15228275818196058,0.3485289713591938,0.10235991475525287,-0.3105493529803014,0.08498542770394728,0
374,D,1966-01-11 18:00:00,1.7615,82.171,0.89923,22331000.0,0,D,27.3,-0.4110893664245726,0.4408828735168955,0.6150328705095619,0.10850432559420652,-0.3482004891428533,0.08609763508495631,0
375,D,1966-01-12 18:00:00,1.9141,85.665,0.20747,21469000.0,0,D,28.6,-0.4730124806331449,0.7868402780739342,1.2777834923112594,0.18838166650060287,-0.3081733589947325,0.16232489001774203,0
376,D,1966-01-13 18:00:00,1.7212,87.24,0.21978,23242000.0,0,D,31.6,-0.3456462608050722,0.3495192863370221,1.5765334148463672,0.3727139916692097,-0.159507377753773,0.3443202012562262,0
377,D,1966-01-14 18:00:00,1.443,82.444,0.21706,22809000.0,0,D,34.3,-0.37675149102817174,-0.2811841864530714,0.6668161904156469,0.5386130843209556,-0.024828207738961328,0.5091121509898417,0
